Year_Start,Year_End,Estate_ID,Block_ID,Block_Boiler_Repairs_and_Maintenance,Block_Cleaning,Block_Communal_Electricity,Block_Communal_Electrical_Maintenance,Block_Communal_Ventilation_Maintenance,Block_Communal_Water_Quality,Block_Communal_Window_Cleaning,Block_Concierge,Block_CCTV,Block_Disinfestation,Block_Door_Entry_System,Block_Dry_Riser,Block_Lightning_Protection,Block_Lift_Services_and_Repairs,Block_Fire_Ventilation_Maintenance,Block_Repairs_and_Maintenance,Block_TV_Aerial,Block_Ext_Cleaning,Block_Ext_External_Tree_Maintenance,Block_Ext_Grounds_Maintenance,Block_Ext_Repairs_and_Maintenance,Estate_Cleaning,Estate_CCTV,Estate_Communal_Electricity,Estate_Grounds_Maintenance,Estate_Repairs_and_Maintenance,Estate_Tree_Maintenance
2022,2023,EA023,BD001408,0,5358.66,0,12551.31,3470.47,2492.64,0,0,0,640.48,221.57,0,0,0,0,6191.15,363.71,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001409,0,5358.66,2504.18,1812.07,3470.47,1751.15,0,0,0,1380.66,1028.42,0,0,0,0,14854.42,363.71,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001410,0,5358.66,2697.43,1278.45,3295.51,2772.31,0,0,0,851.96,1847.44,0,0,0,0,22485.73,363.71,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001460,0,1430.17,0,0,0,0,0,0,0,0,0,0,0,0,0,273.48,0,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001462,0,1163.13,0,0,0,0,0,0,0,0,0,0,0,0,0,748.88,0,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001463,8797.36,2511.76,1029.09,581.55,0,1985.79,0,0,0,214.31,423.27,0,0,0,0,2771.43,157.61,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001464,0,1534.12,0,130.62,0,763.36,0,0,0,1.73,356.04,0,0,0,0,46.7,0,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001465,2024.37,0,0,130.2,0,371.05,0,0,0,423.61,252.61,0,0,0,0,34.63,1.87,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD003586,0,2195.44,0,434.26,6066.13,817.34,0,0,0,319.69,0,0,0,0,0,11669.16,5.68,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA024,BD001269,0,2849.59,632.94,540.56,0,1180.22,0,0,0,105.74,0,0,0,0,0,5748,0,0,0,0,0,19109.8,0,779.46,7244.84,2324.53,672.82
