Year_Start,Year_End,Estate_ID,Block_ID,Block_Administration_Charge,Block_Administration_Charge_Unit,Block_TV_Aerial,Block_TV_Aerial_Unit,Block_Repairs,Block_Repairs_Unit,Block_Estate_Lighting,Block_Estate_Lighting_Unit,Block_Security_Services,Block_Security_Services_Unit,Block_Lift_Maintenance,Block_Lift_Maintenance_Unit,Block_Heating_And_Hotwater,Block_Heating_And_Hotwater_Unit,Block_Ground_Rent,Block_Ground_Rent_Unit,Block_Building_Insurance,Block_Building_Insurance_Unit,Block_Door_Entry,Block_Door_Entry_Unit,Block_Care_And_Upkeep,Block_Care_And_Upkeep_Unit,Estate_Care_And_Upkeep,Estate_Care_And_Upkeep_Unit,Estate_Grounds_Maintenance,Estate_Grounds_Maintenance_Unit,Estate_Lighting,Estate_Lighting_Unit,Estate_Repairs_And_Maintenance,Estate_Repairs_And_Maintenance_Unit
2022,2023,"SWKE0322","SWKB1633","190.67","4.24","0.00","0.00","942.33","20.94","65.33","1.45","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.22","344.64","7.66","32.70","0.73","395.17","8.78","83.81","1.86","37.17","0.83","5.59","0.12","0.00","0.00"
2022,2023,"SWKE0033","SWKB1634","478.16","4.27","0.00","0.00","144.40","1.29","575.78","5.14","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.36","1533.74","13.69","122.06","1.09","1450.60","12.95","8881.31","4.52","3400.90","1.73","2480.48","1.26","1457.53","0.74"
2022,2023,"SWKE0323","SWKB1635","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","1.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","449.17","0.83","23.33","0.04","22.26","0.04"
2022,2023,"SWKE0323","SWKB1636","38.00","0.95","0.00","0.00","33.32","0.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.75","344.64","8.62","0.00","0.00","0.00","0.00","0.00","0.00","449.17","0.83","23.33","0.04","22.26","0.04"
2022,2023,"SWKE0323","SWKB1639","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","449.17","0.83","23.33","0.04","22.26","0.04"
2022,2023,"SWKE0324","SWKB1640","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.71","0.00","0.00","0.00","0.00","0.00","0.00","107.58","0.07","13.33","0.01","16.92","0.01","26.16","0.02"
2022,2023,"SWKE0323","SWKB1641","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","449.17","0.83","23.33","0.04","22.26","0.04"
2022,2023,"SWKE0324","SWKB1642","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.36","0.00","0.00","0.00","0.00","0.00","0.00","107.58","0.07","13.33","0.01","16.92","0.01","26.16","0.02"
2022,2023,"SWKE0324","SWKB1643","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.71","0.00","0.00","0.00","0.00","0.00","0.00","107.58","0.07","13.33","0.01","16.92","0.01","26.16","0.02"
2022,2023,"SWKE0324","SWKB1644","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.63","0.00","0.00","0.00","0.00","0.00","0.00","107.58","0.07","13.33","0.01","16.92","0.01","26.16","0.02"
2022,2023,"SWKE0323","SWKB1645","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.31","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","449.17","0.83","23.33","0.04","22.26","0.04"
2022,2023,"SWKE0323","SWKB1646","83.38","3.47","0.00","0.00","0.00","0.00","109.90","4.58","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.42","422.23","17.59","0.00","0.00","242.49","10.10","0.00","0.00","449.17","0.83","23.33","0.04","22.26","0.04"
2022,2023,"SWKE0323","SWKB1647","371.65","7.74","0.00","0.00","0.00","0.00","636.25","13.26","0.00","0.00","0.00","0.00","0.00","0.00","50.00","1.04","2111.15","43.98","0.00","0.00","673.50","14.03","0.00","0.00","449.17","0.83","23.33","0.04","22.26","0.04"
2022,2023,"SWKE0323","SWKB1648","6.90","0.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","210.00","7.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","449.17","0.83","23.33","0.04","22.26","0.04"
2022,2023,"SWKE0092","SWKB1649","293.35","48.89","0.00","0.00","37.72","6.29","6.66","1.11","0.00","0.00","0.00","0.00","1974.30","329.05","10.00","1.67","338.99","56.50","0.00","0.00","157.39","26.23","25129.33","11.15","3853.35","1.71","3984.36","1.77","858.81","0.38"
2022,2023,"SWKE0092","SWKB1650","853.67","16.74","0.00","0.00","1398.10","27.41","120.94","2.37","0.00","0.00","0.00","0.00","4689.19","91.94","20.00","0.39","766.87","15.04","0.00","0.00","794.49","15.58","25129.33","11.15","3853.35","1.71","3984.36","1.77","858.81","0.38"
2022,2023,"SWKE0325","SWKB1651","493.40","10.28","0.00","0.00","2318.70","48.31","222.85","4.64","0.00","0.00","0.00","0.00","0.00","0.00","50.00","1.04","2111.15","43.98","61.30","1.28","0.00","0.00","0.00","0.00","0.00","0.00","219.75","4.58","0.00","0.00"
2022,2023,"SWKE0326","SWKB1652","305.70","4.70","0.00","0.00","565.68","8.70","220.58","3.39","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.31","677.98","10.43","0.00","0.00","587.92","9.04","823.63","3.28","3740.16","14.90","822.12","3.28","1145.24","4.56"
2022,2023,"SWKE0326","SWKB1653","1049.92","9.72","0.00","0.00","3862.60","35.76","495.18","4.59","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.46","1960.93","18.16","0.00","0.00","1417.17","13.12","823.63","3.28","3740.16","14.90","822.12","3.28","1145.24","4.56"
2022,2023,"SWKE0326","SWKB1654","794.64","10.19","0.00","0.00","1382.90","17.73","444.79","5.70","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.64","1875.51","24.05","0.00","0.00","1480.00","18.97","823.63","3.28","3740.16","14.90","822.12","3.28","1145.24","4.56"
2022,2023,"SWKE0198","SWKB1655","984.16","5.13","0.00","0.00","1413.40","7.36","460.80","2.40","0.00","0.00","0.00","0.00","0.00","0.00","90.00","0.47","3805.49","19.82","219.16","1.14","2374.81","12.37","10806.74","4.00","4473.97","1.65","1968.42","0.73","1238.25","0.46"
2022,2023,"SWKE0109","SWKB1656","486.69","7.05","0.00","0.00","442.42","6.41","732.98","10.62","0.00","0.00","636.45","9.22","0.00","0.00","30.00","0.43","1189.10","17.23","96.68","1.40","1067.68","15.47","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1657","1081.64","20.80","0.00","0.00","1132.06","21.77","1484.88","28.56","0.00","0.00","0.00","0.00","0.00","0.00","80.00","1.54","3151.69","60.61","260.40","5.01","2888.91","55.56","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1658","1230.08","14.30","0.00","0.00","1121.75","13.04","2535.80","29.49","0.00","0.00","2702.63","31.43","0.00","0.00","50.00","0.58","2138.59","24.87","159.74","1.86","2198.05","25.56","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1659","348.20","5.53","0.00","0.00","625.39","9.93","429.55","6.82","0.00","0.00","376.35","5.97","0.00","0.00","210.00","3.33","766.87","12.17","68.53","1.09","761.26","12.08","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1660","822.55","9.56","0.00","0.00","1371.13","15.94","834.28","9.70","0.00","0.00","1069.82","12.44","0.00","0.00","40.00","0.47","1727.88","20.09","141.48","1.65","1801.60","20.95","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1661","1059.49","15.35","0.00","0.00","1887.74","27.36","1099.73","15.94","0.00","0.00","1473.04","21.35","0.00","0.00","60.00","0.87","2450.97","35.52","145.06","2.10","2135.37","30.95","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1662","564.60","10.86","0.00","0.00","787.27","15.14","607.71","11.69","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.77","1617.35","31.10","135.87","2.61","1507.26","28.99","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0329","SWKB1663","1333.91","12.70","0.00","0.00","5352.68","50.98","744.64","7.09","0.00","0.00","0.00","0.00","0.00","0.00","280.00","2.67","3190.97","30.39","0.00","0.00","1856.40","17.68","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0329","SWKB1664","648.37","6.17","0.00","0.00","1828.91","17.42","362.04","3.45","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.48","1955.74","18.63","0.00","0.00","1071.00","10.20","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0167","SWKB1665","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1552.94","51.76","10.00","0.33","344.64","11.49","0.00","0.00","0.00","0.00","0.00","0.00","8844.81","8.64","560.26","0.55","5127.13","5.01"
2022,2023,"SWKE0330","SWKB1666","1978.96","12.37","0.00","0.00","3295.38","20.60","1541.28","9.63","0.00","0.00","2810.50","17.57","0.00","0.00","120.00","0.75","4911.58","30.70","396.28","2.48","5790.28","36.19","873.94","5.33","0.00","0.00","170.10","1.04","0.00","0.00"
2022,2023,"SWKE0112","SWKB1667","1802.63","19.38","0.00","0.00","8187.28","88.04","232.44","2.50","0.00","0.00","0.00","0.00","0.00","0.00","70.00","0.75","3412.12","36.69","0.00","0.00","3956.75","42.55","37372.02","7.97","29578.18","6.31","5048.69","1.08","2283.47","0.49"
2022,2023,"SWKE0331","SWKB1668","613.00","8.51","0.00","0.00","467.60","6.49","773.52","10.74","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.56","1355.96","18.83","0.00","0.00","1504.80","20.90","8422.69","14.62","4764.21","8.27","1523.48","2.64","1088.32","1.89"
2022,2023,"SWKE0331","SWKB1669","135.37","3.76","0.00","0.00","47.96","1.33","73.83","2.05","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.28","344.64","9.57","63.59","1.77","401.14","11.14","8422.69","14.62","4764.21","8.27","1523.48","2.64","1088.32","1.89"
2022,2023,"SWKE0331","SWKB1670","631.68","8.77","0.00","0.00","745.44","10.35","739.84","10.28","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.56","1355.96","18.83","0.00","0.00","1447.36","20.10","8422.69","14.62","4764.21","8.27","1523.48","2.64","1088.32","1.89"
2022,2023,"SWKE0331","SWKB1671","745.45","10.35","0.00","0.00","419.90","5.83","923.10","12.82","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.69","1694.95","23.54","0.00","0.00","1881.00","26.13","8422.69","14.62","4764.21","8.27","1523.48","2.64","1088.32","1.89"
2022,2023,"SWKE0329","SWKB1672","214.31","4.29","0.00","0.00","141.74","2.83","15.72","0.31","0.00","0.00","0.00","0.00","1186.99","23.74","10.00","0.20","339.82","6.80","0.00","0.00","290.06","5.80","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0109","SWKB1673","773.57","11.21","0.00","0.00","3483.61","50.49","873.88","12.66","0.00","0.00","590.06","8.55","0.00","0.00","20.00","0.29","1189.10","17.23","96.68","1.40","800.81","11.61","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1674","572.84","11.46","0.00","0.00","214.28","4.29","1531.44","30.63","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.80","1688.92","33.78","172.68","3.45","1130.64","22.61","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1675","826.59","9.61","0.00","0.00","1778.94","20.69","1110.15","12.91","0.00","0.00","1162.08","13.51","0.00","0.00","40.00","0.47","1705.52","19.83","123.22","1.43","1271.80","14.79","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1676","245.52","3.96","0.00","0.00","495.83","8.00","350.57","5.65","0.00","0.00","618.34","9.97","0.00","0.00","200.00","3.23","422.23","6.81","37.98","0.61","282.64","4.56","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1677","450.35","5.24","0.00","0.00","989.31","11.50","798.14","9.28","0.00","0.00","658.03","7.65","0.00","0.00","20.00","0.23","849.88","9.88","59.33","0.69","612.35","7.12","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1678","1086.50","15.52","0.00","0.00","2698.15","38.55","1661.95","23.74","0.00","0.00","1574.40","22.49","0.00","0.00","50.00","0.71","2111.15","30.16","168.20","2.40","1413.05","20.19","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1679","705.21","13.56","0.00","0.00","735.36","14.14","1534.63","29.51","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.96","1879.58","36.15","516.29","9.93","1271.85","24.46","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0116","SWKB1680","749.85","15.00","0.00","0.00","1025.22","20.50","79.53","1.59","0.00","0.00","0.00","0.00","4799.97","96.00","30.00","0.60","1033.92","20.68","0.00","0.00","0.00","0.00","659.70","0.61","705.33","0.65","268.74","0.25","45.54","0.04"
2022,2023,"SWKE0201","SWKB1681","1014.07","5.28","0.00","0.00","1106.98","5.77","1057.11","5.51","0.00","0.00","1812.56","9.44","0.00","0.00","50.00","0.26","1978.33","10.30","311.88","1.62","2363.20","12.31","36636.71","8.79","15477.74","3.71","7328.70","1.76","4457.84","1.07"
2022,2023,"SWKE0288","SWKB1682","2857.86","10.47","0.00","0.00","6397.02","23.43","2538.20","9.30","0.00","0.00","0.00","0.00","0.00","0.00","240.00","0.88","10010.86","36.67","0.00","0.00","5599.86","20.51","36388.87","5.99","15134.54","2.49","3958.58","0.65","5509.76","0.91"
2022,2023,"SWKE0048","SWKB1683","0.00","0.00","0.00","0.00","376.80","1.99","1266.42","6.70","0.00","0.00","2325.90","12.31","0.00","0.00","130.00","0.69","5027.45","26.60","169.81","0.90","5823.47","30.81","0.00","0.00","3803.49","1.48","4526.42","1.76","13547.48","5.26"
2022,2023,"SWKE0048","SWKB1684","0.00","0.00","0.00","0.00","422.24","3.30","890.51","6.96","0.00","0.00","1467.85","11.47","0.00","0.00","60.00","0.47","2472.05","19.31","157.26","1.23","2627.32","20.53","0.00","0.00","3803.49","1.48","4526.42","1.76","13547.48","5.26"
2022,2023,"SWKE0198","SWKB1685","987.10","8.03","0.00","0.00","5555.35","45.17","510.19","4.15","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.41","1881.69","15.30","159.55","1.30","906.38","7.37","10806.74","4.00","4473.97","1.65","1968.42","0.73","1238.25","0.46"
2022,2023,"SWKE0122","SWKB1686","170.40","9.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.00","1.67","0.00","0.00","0.00","0.00","0.00","0.00","20294.21","25.02","4938.76","6.09","614.23","0.76","5108.91","6.30"
2022,2023,"SWKE0268","SWKB1687","1502.34","15.65","0.00","0.00","2805.74","29.23","1949.78","20.31","0.00","0.00","0.00","0.00","0.00","0.00","70.00","0.73","2955.61","30.79","228.90","2.38","2102.66","21.90","8828.25","5.68","3319.91","2.14","1881.60","1.21","21548.45","13.88"
2022,2023,"SWKE0254","SWKB1688","3263.43","30.22","0.00","0.00","1568.91","14.53","1136.17","10.52","0.00","0.00","0.00","0.00","22451.10","207.88","110.00","1.02","2487.57","23.03","228.90","2.12","2920.61","27.04","28014.15","5.93","12841.99","2.72","3467.67","0.73","2878.73","0.61"
2022,2023,"SWKE0254","SWKB1689","1235.88","13.73","0.00","0.00","2379.93","26.44","650.22","7.22","0.00","0.00","0.00","0.00","6569.37","72.99","30.00","0.33","1033.92","11.49","109.02","1.21","1052.73","11.70","28014.15","5.93","12841.99","2.72","3467.67","0.73","2878.73","0.61"
2022,2023,"SWKE0254","SWKB1690","1669.69","14.15","0.00","0.00","852.11","7.22","270.20","2.29","0.00","0.00","0.00","0.00","9989.35","84.66","40.00","0.34","1454.83","12.33","1998.53","16.94","1267.80","10.74","28014.15","5.93","12841.99","2.72","3467.67","0.73","2878.73","0.61"
2022,2023,"SWKE0001","SWKB1691","2078.75","14.05","0.00","0.00","3496.20","23.62","1166.79","7.88","0.00","0.00","0.00","0.00","5878.47","39.72","90.00","0.61","3093.84","20.90","996.40","6.73","3579.78","24.19","4216.67","3.51","1084.33","0.90","457.19","0.38","162.57","0.14"
2022,2023,"SWKE0332","SWKB1692","369.90","9.25","0.00","0.00","286.38","7.16","328.35","8.21","0.00","0.00","0.00","0.00","0.00","0.00","220.00","5.50","1033.92","25.85","0.00","0.00","227.91","5.70","123.25","1.76","1513.16","21.62","298.56","4.27","494.88","7.07"
2022,2023,"SWKE0332","SWKB1693","178.72","5.96","0.00","0.00","515.70","17.19","182.15","6.07","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.33","344.64","11.49","0.00","0.00","137.24","4.57","123.25","1.76","1513.16","21.62","298.56","4.27","494.88","7.07"
2022,2023,"SWKE0333","SWKB1694","825.92","15.88","0.00","0.00","2145.45","41.26","463.14","8.91","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.96","2296.65","44.17","0.00","0.00","410.37","7.89","410.37","7.89","2153.25","41.41","128.82","2.48","250.98","4.83"
2022,2023,"SWKE0328","SWKB1695","1473.65","26.79","0.00","0.00","1423.85","25.89","1221.30","22.21","0.00","0.00","0.00","0.00","6750.50","122.74","50.00","0.91","1723.20","31.33","163.50","2.97","1256.10","22.84","16278.41","11.42","33261.27","23.34","7166.77","5.03","1330.05","0.93"
2022,2023,"SWKE0316","SWKB1696","925.80","11.02","0.00","0.00","1400.88","16.68","902.58","10.75","0.00","0.00","1347.06","16.04","0.00","0.00","60.00","0.71","2533.38","30.16","0.00","0.00","1766.28","21.03","29606.81","9.09","8008.07","2.46","3575.40","1.10","1671.91","0.51"
2022,2023,"SWKE0316","SWKB1697","950.16","11.31","0.00","0.00","1505.28","17.92","1186.80","14.13","0.00","0.00","1202.40","14.31","0.00","0.00","60.00","0.71","2533.38","30.16","0.00","0.00","1766.28","21.03","29606.81","9.09","8008.07","2.46","3575.40","1.10","1671.91","0.51"
2022,2023,"SWKE0316","SWKB1698","813.65","9.69","0.00","0.00","1717.30","20.44","858.30","10.22","0.00","0.00","887.90","10.57","0.00","0.00","50.00","0.60","2111.15","25.13","0.00","0.00","1471.90","17.52","29606.81","9.09","8008.07","2.46","3575.40","1.10","1671.91","0.51"
2022,2023,"SWKE0011","SWKB1699","797.13","4.83","0.00","0.00","2157.20","13.07","223.09","1.35","0.00","0.00","1269.31","7.69","0.00","0.00","50.00","0.30","2132.83","12.93","0.00","0.00","1082.02","6.56","3952.45","3.45","5387.09","4.70","1141.47","1.00","489.61","0.43"
2022,2023,"SWKE0334","SWKB1700","196.43","9.82","0.00","0.00","114.14","5.71","768.50","38.43","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.50","339.82","16.99","50.27","2.51","251.04","12.55","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0334","SWKB1701","475.72","10.12","0.00","0.00","63.90","1.36","97.53","2.08","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.64","1194.52","25.42","289.44","6.16","1129.60","24.03","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0334","SWKB1702","1685.11","32.41","0.00","0.00","5815.73","111.84","602.55","11.59","0.00","0.00","0.00","0.00","0.00","0.00","70.00","1.35","2884.38","55.47","287.54","5.53","2635.86","50.69","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0334","SWKB1703","628.45","10.14","0.00","0.00","143.15","2.31","197.29","3.18","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.65","1622.17","26.16","0.00","0.00","1568.96","25.31","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0334","SWKB1704","454.37","7.33","0.00","0.00","401.41","6.47","170.34","2.75","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.48","1111.51","17.93","94.34","1.52","1004.13","16.20","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0334","SWKB1705","461.61","9.82","0.00","0.00","198.62","4.23","238.28","5.07","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.64","1189.10","25.30","73.90","1.57","1044.20","22.22","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0334","SWKB1706","474.15","13.17","0.00","0.00","28.53","0.79","189.81","5.27","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.83","1266.69","35.19","144.69","4.02","1129.65","31.38","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0334","SWKB1707","272.94","5.35","0.00","0.00","132.08","2.59","179.12","3.51","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.20","689.28","13.52","0.00","0.00","627.62","12.31","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0334","SWKB1708","142.69","4.76","0.00","0.00","83.16","2.77","86.51","2.88","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.33","344.64","11.49","48.23","1.61","313.79","10.46","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0334","SWKB1709","571.54","11.21","0.00","0.00","85.14","1.67","293.14","5.75","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.78","1533.74","30.07","0.00","0.00","1380.78","27.07","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0334","SWKB1710","1782.49","21.48","0.00","0.00","404.20","4.87","2375.34","28.62","0.00","0.00","0.00","0.00","0.00","0.00","110.00","1.33","4112.58","49.55","386.99","4.66","3828.13","46.12","14317.21","26.27","8641.78","15.86","3073.47","5.64","175.89","0.32"
2022,2023,"SWKE0167","SWKB1711","0.00","0.00","0.00","0.00","113.30","2.91","500.12","12.82","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.51","677.98","17.38","0.00","0.00","407.08","10.44","0.00","0.00","8844.81","8.64","560.26","0.55","5127.13","5.01"
2022,2023,"SWKE0167","SWKB1712","0.00","0.00","0.00","0.00","138.79","3.47","247.22","6.18","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.25","347.95","8.70","0.00","0.00","271.39","6.78","0.00","0.00","8844.81","8.64","560.26","0.55","5127.13","5.01"
2022,2023,"SWKE0026","SWKB1713","930.36","5.17","0.00","0.00","638.69","3.55","712.88","3.96","0.00","0.00","935.86","5.20","0.00","0.00","70.00","0.39","2429.03","13.49","98.10","0.55","3010.50","16.73","6995.63","6.19","3868.29","3.42","1062.43","0.94","729.71","0.65"
2022,2023,"SWKE0227","SWKB1714","1760.55","8.98","0.00","0.00","1779.00","9.08","1022.25","5.22","0.00","0.00","0.00","0.00","0.00","0.00","140.00","0.71","5149.80","26.27","0.00","0.00","3970.05","20.26","20224.97","9.68","9128.09","4.37","4000.84","1.91","2920.21","1.40"
2022,2023,"SWKE0120","SWKB1715","788.47","6.68","0.00","0.00","1715.32","14.54","1239.20","10.50","0.00","0.00","0.00","0.00","0.00","0.00","450.00","3.81","2338.87","19.82","0.00","0.00","1765.07","14.96","14622.22","2.98","9062.23","1.85","5281.87","1.08","1329.84","0.27"
2022,2023,"SWKE0255","SWKB1716","1771.12","7.70","0.00","0.00","4360.52","18.96","791.26","3.44","0.00","0.00","0.00","0.00","0.00","0.00","110.00","0.48","4666.21","20.29","0.00","0.00","3954.52","17.19","8620.80","9.69","4451.99","5.00","542.09","0.61","887.86","1.00"
2022,2023,"SWKE0026","SWKB1717","1043.62","16.31","0.00","0.00","489.72","7.65","375.50","5.87","0.00","0.00","0.00","0.00","6178.37","96.54","40.00","0.63","1356.79","21.20","0.00","0.00","1379.70","21.56","6995.63","6.19","3868.29","3.42","1062.43","0.94","729.71","0.65"
2022,2023,"SWKE0335","SWKB1718","38.25","3.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","1.00","344.64","34.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.81","3.78"
2022,2023,"SWKE0336","SWKB1719","4802.53","12.22","0.00","0.00","3602.71","9.17","1361.88","3.47","0.00","0.00","4142.95","10.54","24010.70","61.10","170.00","0.43","5829.04","14.83","0.00","0.00","4128.57","10.51","6879.01","8.97","2230.54","2.91","652.45","0.85","95.29","0.12"
2022,2023,"SWKE0336","SWKB1720","5430.96","14.52","0.00","0.00","4141.60","11.07","5896.72","15.77","0.00","0.00","4566.34","12.21","23843.75","63.75","160.00","0.43","6697.39","17.91","557.28","1.49","3697.99","9.89","6879.01","8.97","2230.54","2.91","652.45","0.85","95.29","0.12"
2022,2023,"SWKE0316","SWKB1721","1216.44","9.65","0.00","0.00","1587.42","12.60","1372.41","10.89","0.00","0.00","1226.61","9.74","0.00","0.00","90.00","0.71","3089.88","24.52","0.00","0.00","2599.47","20.63","29606.81","9.09","8008.07","2.46","3575.40","1.10","1671.91","0.51"
2022,2023,"SWKE0109","SWKB1722","586.27","8.62","0.00","0.00","406.30","5.98","1021.02","15.02","0.00","0.00","935.55","13.76","0.00","0.00","80.00","1.18","1456.15","21.41","121.21","1.78","1055.92","15.53","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1723","1278.11","14.86","0.00","0.00","572.43","6.66","1982.43","23.05","0.00","0.00","2421.13","28.15","0.00","0.00","70.00","0.81","2999.31","34.88","228.21","2.65","2514.07","29.23","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB1724","670.88","9.72","0.00","0.00","973.97","14.12","1129.15","16.36","0.00","0.00","757.88","10.98","0.00","0.00","40.00","0.58","1611.33","23.35","130.80","1.90","1156.59","16.76","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0294","SWKB1725","74.57","1.55","0.00","0.00","11.01","0.23","59.63","1.24","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.21","339.82","7.08","0.00","0.00","158.42","3.30","12977.53","4.98","8001.88","3.07","1704.80","0.65","639.15","0.25"
2022,2023,"SWKE0145","SWKB1726","538.81","11.23","0.00","0.00","1529.67","31.87","294.94","6.14","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.63","1277.87","26.62","109.01","2.27","1547.54","32.24","28851.81","5.32","12285.67","2.26","6990.17","1.29","3304.06","0.61"
