ID,Block_Name,Block_RV,Estate_ID
"SWKB1055","Marchwood Close 63-78(C)",116,"SWKE0307"
"SWKB1056","Marchwood Close 79-88(C)",41,"SWKE0307"
"SWKB1057","Marden Square 1-185(C)",1039,"SWKE0252"
"SWKB1058","Mardyke House, Crosslet Street, 1-50(C), Tra Hall",290,"SWKE0228"
"SWKB1059","Maria Close 1-3(C); Southwark Park Road 210-214(E)",33,"SWKE0020"
"SWKB1060","Marie Curie, Sceaux Gardens 1-98(C) & Marie Curie Tra",592,"SWKE0297"
"SWKB1061","Marigold Street 2; Pottery Street 7-8(C); Wilson Grove 14(C)",24,"SWKE0229"
"SWKB1062","Marinel House, Comber Grove 1-24(C)",138,"SWKE0084"
"SWKB1063","Markham House, Bowen Drive 1-30(C)",194,"SWKE0201"
"SWKB1064","Marlborough Close 1-77(O), 2-78(E)",407,"SWKE0253"
"SWKB1065","Marlow House, Abbey Street 1-16(C)",96,"SWKE0316"
"SWKB1066","Marnock House, Brandon Street 1-25(C)",129,"SWKE0048"
"SWKB1067","Marshall House, East Street 1-30(C)",175,"SWKE0200"
"SWKB1068","Martin House, Falmouth Road 1-29(C)",183,"SWKE0288"
"SWKB1069","Martin House, Falmouth Road 30-54(C)",152,"SWKE0288"
"SWKB1070","Martock Court, Consort Road 1-40(C)",276,"SWKE0082"
"SWKB1071","Marvell House, Camberwell Road 1-45(C)",285,"SWKE0129"
"SWKB1072","Mary Datchelor Close 104-124(C)",147,"SWKE0111"
"SWKB1073","Mary Datchelor Close 1-37(C)",185,"SWKE0111"
"SWKB1074","Mary Datchelor Close 39-58(C)",142,"SWKE0111"
"SWKB1075","Mary Datchelor Close 59-91(C)",193,"SWKE0111"
"SWKB1076","Mary Datchelor Close 92-103(C)",76,"SWKE0111"
"SWKB1077","Mason House, Simms Road 1-20(C)",121,"SWKE0231"
"SWKB1078","Masterman House, Lomond Grove 1-67(C)",402,"SWKE0129"
"SWKB1079","Matlock Court, Denmark Hill 10 -17(C)",55,"SWKE0109"
"SWKB1080","Matlock Court, Denmark Hill 18 -25(C)",59,"SWKE0109"
"SWKB1081","Matlock Court, Denmark Hill 1-9(C)",60,"SWKE0109"
"SWKB1082","Matson House, Slippers Place 1-48(C)",288,"SWKE0303"
"SWKB1083","Mawbey House, Old Kent Road 9A & 20A, 1-73(C)",464,"SWKE0232"
"SWKB1084","Mawdley House, Webber Row 1-20(C); Waterloo Road 215-233(O)",156,"SWKE0345"
"SWKB1085","Maxden Court, Maxted Road 1-21(C)",100,"SWKE0233"
"SWKB1086","Maxwell Court, Dulwich Common 1-34(C)",228,"SWKE0220"
"SWKB1087","Mayhew Court, Denmark Hill 1-12(C)",68,"SWKE0109"
"SWKB1088","Mayhew Court, Denmark Hill 13 - 24(C)",87,"SWKE0109"
"SWKB1089","Mayhew Court, Denmark Hill 25- 36(C)",70,"SWKE0109"
"SWKB1090","Maylie House, Wilson Grove 1-6(C)",24,"SWKE0112"
"SWKB1091","Mayward House, Peckham Road 1-23(C), 26-38(C) ; 24-25(C)",253,"SWKE0156"
"SWKB1092","Mcintosh House, Millender Walk 1-24(C)",152,"SWKE0301"
"SWKB1093","Mcleod Court, Dulwich Common 1-14(C)",89,"SWKE0220"
"SWKB1094","Mcneil Road 10-25(C)",83,"SWKE0210"
"SWKB1095","Mcneil Road 26-61(C)",188,"SWKE0210"
"SWKB1096","Mcneil Road 62-85(C)",124,"SWKE0210"
"SWKB1097","Medina House, Rye Hill Park 1-30(C)",180,"SWKE0294"
"SWKB1098","Medway House, Hankey Place 1-8(C)",45,"SWKE0329"
"SWKB1099","Medway House, Hankey Place 9-27(C)",106,"SWKE0329"
"SWKB1100","Meeting House Lane 147-157(O)",33,"SWKE0002"
"SWKB1101","Meeting House Lane 53-89(O)",132,"SWKE0002"
"SWKB1102","Meeting House Lane 91-129(O)",103,"SWKE0002"
"SWKB1103","Melbourne Grove 104A-104F(C)",28,"SWKE0224"
"SWKB1104","Melbourne Grove 106-120(E)",52,"SWKE0224"
"SWKB1105","Melbourne Grove 122-136(E)",52,"SWKE0224"
"SWKB1106","Melbreak House, Pytchley Road 1-51(C)",280,"SWKE0120"
"SWKB1107","Melford Court, Melford Road 1-8(C)",51,"SWKE0234"
"SWKB1108","Melford Court, Melford Road 27-34(C)",51,"SWKE0234"
"SWKB1109","Melford Court, Melford Road 35-42(C)",51,"SWKE0234"
"SWKB1110","Melford Court, Melford Road 43-50(C)",50,"SWKE0234"
"SWKB1111","Melford Court, Melford Road 9-26(C)",111,"SWKE0234"
"SWKB1112","Mellor House, Bowen Drive 1-24(C)",136,"SWKE0201"
"SWKB1113","Merrow House, Rushworth Street 1-12(C)",66,"SWKE0292"
"SWKB1114","Micawber House, Llewellyn Street 1-20(C)",120,"SWKE0112"
"SWKB1115","Michael Faraday House 96-105(C)",58,"SWKE0235"
"SWKB1116","Michael Faraday House, Beaconsfield Road 1-36(C), 36A",214,"SWKE0235"
"SWKB1117","Michael Faraday House, Beaconsfield Road 37-56(C), 56A",132,"SWKE0235"
"SWKB1118","Michael Faraday House, Beaconsfield Road 57-76(C), 76A",132,"SWKE0235"
"SWKB1119","Michaelson House, Bowen Drive 1-24(C)",136,"SWKE0201"
"SWKB1120","Millbrook House, Peckham Park Road 1-30(C)",199,"SWKE0145"
"SWKB1121","Millender Walk 1-78(C)",534,"SWKE0301"
"SWKB1122","Millpond Estate, West Lane 1-22(C)",132,"SWKE0236"
"SWKB1123","Millpond Estate, West Lane 23-30(C)",58,"SWKE0236"
"SWKB1124","Millpond Estate, West Lane 31-38(C)",58,"SWKE0236"
"SWKB1125","Millpond Estate, West Lane 39-54(C)",104,"SWKE0236"
"SWKB1126","Millpond Estate, West Lane 55-65(C)",70,"SWKE0236"
"SWKB1127","Millpond Estate, West Lane 66-76(C)",70,"SWKE0236"
"SWKB1128","Milton House, Camberwell Road 1-31(C)",191,"SWKE0129"
"SWKB1129","Minnow Walk 1-4(C)",20,"SWKE0237"
"SWKB1130","Minnow Walk 5-10(C)",30,"SWKE0237"
"SWKB1131","Missenden, Inville Road 166-255(C)",522,"SWKE0021"
"SWKB1132","Missenden, Inville Road 44-75(C)",235,"SWKE0021"
"SWKB1133","Missenden, Inville Road 76-165(C)",522,"SWKE0021"
"SWKB1134","Missenden, Inville Road, 256-299(C); Amersham Community Centre",317,"SWKE0021"
"SWKB1135","Missenden, Roland Way, 1-43(C)",307,"SWKE0021"
"SWKB1136","Mistral, Sceaux Gardens 1-72(C)",360,"SWKE0297"
"SWKB1137","Mitcham House, Crawford Road 1-20(C)",135,"SWKE0100"
"SWKB1138","Moffat House, Comber Grove 1-34(C)",198,"SWKE0084"
"SWKB1139","Molesworth House, Royal Road 1-58(C)",353,"SWKE0041"
"SWKB1140","Monclar Road 9-20(C)",56,"SWKE0079"
"SWKB1141","Montague Square 20-40(C)",111,"SWKE0274"
"SWKB1142","Montague Square 41-46(C)",30,"SWKE0274"
"SWKB1143","Montague Square 47-52(C)",30,"SWKE0274"
"SWKB1144","Montague Square 53-58(C)",30,"SWKE0274"
"SWKB1145","Montague Square 59-64(C)",30,"SWKE0274"
"SWKB1146","Montague Square 65-73(C)",51,"SWKE0274"
"SWKB1147","Montague Square 74-81(C)",56,"SWKE0274"
"SWKB1148","Monteagle Way 17-28(C)",76,"SWKE0239"
"SWKB1149","Monteagle Way 29-34(C)",30,"SWKE0239"
"SWKB1150","Monteagle Way 5-16(C)",72,"SWKE0239"
"SWKB1151","Montpelier Road Flats 76-78(E) / 1-7(C)",38,"SWKE0240"
"SWKB1152","Moody Road 31/ Flats 1-12(C)",64,"SWKE0241"
"SWKB1153","Moreton House, Slippers Place 1-54(C)",348,"SWKE0303"
"SWKB1154","Morris Court, Dylways 17-24(C)",51,"SWKE0109"
"SWKB1155","Morris Court, Dylways 1-8(C)",59,"SWKE0109"
"SWKB1156","Morris Court, Dylways 25 - 33(C)",61,"SWKE0109"
"SWKB1157","Morris Court, Dylways 9 -16(C)",50,"SWKE0109"
"SWKB1158","Morriss House, Cherry Garden Street 1-32(C)",208,"SWKE0050"
"SWKB1159","Mortain House, Roseberry Street 1-16(C)",92,"SWKE0227"
"SWKB1160","Mortlock Close 1-12(C) ; Sunwell Close 23-30(C)",116,"SWKE0092"
"SWKB1161","Mortlock Close 14-19(C)",36,"SWKE0092"
"SWKB1162","Mortlock Close 20-21(C), 46-47(C)",20,"SWKE0092"
"SWKB1163","Mortlock Close 23-31(C), 41-44(C) ,45",86,"SWKE0092"
"SWKB1164","Mortlock Close 32-40(C)",51,"SWKE0092"
"SWKB1165","Morton House, Otto Street 1-39(C)",247,"SWKE0041"
"SWKB1166","Mossington Gardens 1, Raymouth Road 61-69(O)",30,"SWKE0267"
"SWKB1167","Moules Court, Wyndham Road 21-30(C)",44,"SWKE0084"
"SWKB1168","Muirfield Close 1-17(C)",103,"SWKE0033"
"SWKB1169","Mundania Road 11-19(O), 11A-17A(O), 11B-15B(O)",77,"SWKE0242"
"SWKB1170","Mundania Road 27-31(O), 27A-31A(O), 29B & 29C",52,"SWKE0243"
"SWKB1171","Mundania Road 7B & 7C 5-9(O), 5A-9A(O)",52,"SWKE0242"
"SWKB1172","Murphy House, Borough Road 1-24(C)",131,"SWKE0035"
"SWKB1173","Myers House, Bethwin Road 1-16(C)",96,"SWKE0352"
"SWKB1174","Nairne Grove 14-16(E)",14,"SWKE0323"
"SWKB1175","Nairne Grove 1-7(O)",28,"SWKE0323"
"SWKB1176","Nairne Grove 25-31(O)",28,"SWKE0323"
"SWKB1177","Nairne Grove 2-8(E)",28,"SWKE0323"
"SWKB1178","Nairne Grove 9-15(O)",28,"SWKE0323"
"SWKB1179","Napier House, Cooks Road 1-36(C)",176,"SWKE0041"
"SWKB1180","Naylor House, Flint Street 13-18(C)",36,"SWKE0244"
"SWKB1181","Naylor House, Flint Street 1-6(C)",36,"SWKE0244"
"SWKB1182","Naylor House, Flint Street 19-24(C)",42,"SWKE0244"
"SWKB1183","Naylor House, Flint Street 7-12(C)",36,"SWKE0244"
"SWKB1184","Naylor Road 2-32(E)",113,"SWKE0208"
"SWKB1185","Naylor Road 60-70(E), 62A-68A(E)",60,"SWKE0245"
"SWKB1186","Naylor Road 73-83(O)",36,"SWKE0185"
"SWKB1187","Naylor Road 85-91(O)",36,"SWKE0185"
"SWKB1188","Naylor Road 86-92(E), 86A-88A(E)",42,"SWKE0246"
"SWKB1189","Neckinger Estate, Neckinger 1-11(C)",69,"SWKE0247"
"SWKB1190","Neckinger Estate, Neckinger 121-147(C)",158,"SWKE0247"
"SWKB1191","Neckinger Estate, Neckinger 12-39(C)",162,"SWKE0247"
"SWKB1192","Neckinger Estate, Neckinger 148-162(C)",98,"SWKE0247"
"SWKB1193","Neckinger Estate, Neckinger 163-173(C)",67,"SWKE0247"
"SWKB1194","Neckinger Estate, Neckinger 174-187(C)",82,"SWKE0247"
"SWKB1195","Neckinger Estate, Neckinger 188-196(C) & 188A & 4 Neckinger",65,"SWKE0247"
"SWKB1196","Neckinger Estate, Neckinger 197-207(C)",61,"SWKE0247"
"SWKB1197","Neckinger Estate, Neckinger 208-218(C)",67,"SWKE0247"
"SWKB1198","Neckinger Estate, Neckinger 219-232(C)",77,"SWKE0247"
"SWKB1199","Neckinger Estate, Neckinger 233-246(C)",77,"SWKE0247"
"SWKB1200","Neckinger Estate, Neckinger 247-256(C)",63,"SWKE0247"
"SWKB1201","Neckinger Estate, Neckinger 257-264(C)",48,"SWKE0247"
"SWKB1202","Neckinger Estate, Neckinger 265-273(C)",55,"SWKE0247"
"SWKB1203","Neckinger Estate, Neckinger 274-285(C)",64,"SWKE0247"
"SWKB1204","Neckinger Estate, Neckinger 286-296(C)",63,"SWKE0247"
"SWKB1205","Neckinger Estate, Neckinger 297-304(C)",48,"SWKE0247"
"SWKB1206","Neckinger Estate, Neckinger 305-315(C)",63,"SWKE0247"
"SWKB1207","Neckinger Estate, Neckinger 316-326(C)",64,"SWKE0247"
"SWKB1208","Neckinger Estate, Neckinger 327-338(C)",71,"SWKE0247"
"SWKB1209","Neckinger Estate, Neckinger 339-347(C)",44,"SWKE0247"
"SWKB1210","Neckinger Estate, Neckinger 348-359(C)",82,"SWKE0247"
"SWKB1211","Neckinger Estate, Neckinger 40-59(C)",127,"SWKE0247"
"SWKB1212","Neckinger Estate, Neckinger 60-77(C)",77,"SWKE0247"
"SWKB1213","Neckinger Estate, Neckinger 84-95(C)",77,"SWKE0247"
"SWKB1214","Neckinger Estate, Neckinger 96-120(C)",148,"SWKE0247"
"SWKB1215","Neptune Street 5-43(O)",112,"SWKE0022"
"SWKB1216","Netley, Dalwood Street 1-27(C)",173,"SWKE0307"
"SWKB1217","Neville Close 22-103(C)",500,"SWKE0030"
"SWKB1218","New Church Road 40-48(E) & 48A",36,"SWKE0250"
"SWKB1219","New James Court, Nunhead Lane 1-16(C)",96,"SWKE0251"
"SWKB1220","Newall House, Harper Road 1-24(C)",168,"SWKE0288"
"SWKB1221","Newbolt House, Brandon Street 1-26(C)",159,"SWKE0048"
"SWKB1222","Newington Butts 107-117(O)",30,"SWKE0119"
"SWKB1223","Newington Butts 119-129(O)",42,"SWKE0119"
"SWKB1224","Newman House, St Georges Road 1-62(C)",421,"SWKE0152"
"SWKB1225","Niagara Court, Renforth Street 1-18(C)",129,"SWKE0056"
"SWKB1226","Nicholson House, Brandon Street 22A & 1-44(C)",275,"SWKE0048"
"SWKB1227","Nickleby House, George Row 1-25(C)",138,"SWKE0112"
"SWKB1228","Nimegen Way 1-15(O)",49,"SWKE0122"
"SWKB1229","Norman House, Purbrook Street 1-10(C) ; Purbrook Street 1; Riley Road 19-23(O)",82,"SWKE0316"
"SWKB1230","North Crofts, Sydenham Hill 1-16(C)",84,"SWKE0328"
"SWKB1231","North Crofts, Sydenham Hill 17-32(C)",84,"SWKE0328"
"SWKB1232","North Crofts, Sydenham Hill 33-48(C)",84,"SWKE0328"
"SWKB1233","North Crofts, Sydenham Hill 52-54(C)",21,"SWKE0328"
"SWKB1234","North Crofts, Sydenham Hill 55-57(C)",21,"SWKE0328"
"SWKB1235","North Crofts, Sydenham Hill 58-60(C)",21,"SWKE0328"
"SWKB1236","North Crofts, Sydenham Hill 61-63(C)",21,"SWKE0328"
"SWKB1237","North Crofts, Sydenham Hill 64-66(C)",21,"SWKE0328"
"SWKB1238","North Crofts, Sydenham Hill 67-69(C)",21,"SWKE0328"
"SWKB1239","Northchurch 1-20(C),1-2(C), Shops",137,"SWKE0021"
"SWKB1240","Northfield House, Peckham Park Road 100A & 1-103(C)",625,"SWKE0145"
"SWKB1241","Northfleet House, Newcomen Street 1-30(C)",180,"SWKE0329"
"SWKB1242","Northfleet House, Newcomen Street 31-60(C)",180,"SWKE0329"
"SWKB1243","Nottingham House, Lowth Road 1-12(C)",72,"SWKE0100"
"SWKB1244","Nunhead Green 14-16(E)",18,"SWKE0256"
"SWKB1245","Nunhead Grove 109-139(O)",114,"SWKE0331"
"SWKB1246","Nunhead Grove 53-75(O)",60,"SWKE0331"
"SWKB1247","Nunhead Grove 77-107(O)",114,"SWKE0331"
"SWKB1248","Oak Court, Sumner Road 1-10(C)",60,"SWKE0254"
"SWKB1249","Oak Court, Sumner Road 11-35(C)",150,"SWKE0254"
"SWKB1250","Oakhill Court, Honor Oak Park 1-12(C), 14-25(C)",153,"SWKE0258"
"SWKB1251","Offham House, Beckway Street 1-40(C)",224,"SWKE0087"
"SWKB1252","Oldfield Grove 1-20(C)",136,"SWKE0302"
"SWKB1253","Oldham House, Bowen Drive 1-25(C)",149,"SWKE0201"
"SWKB1254","Oliver House, George Row 1-28(C)",155,"SWKE0112"
"SWKB1255","Olney Road 144",7,"SWKE0041"
"SWKB1256","Olney Road 145-183(O)",115,"SWKE0041"
"SWKB1257","Olney Road 162-202(E)",141,"SWKE0041"
"SWKB1258","Olney Road 185-223(O)",115,"SWKE0041"
"SWKB1259","Olney Road 204-262(E)",213,"SWKE0041"
"SWKB1260","Olney Road 225-263(O)",115,"SWKE0041"
"SWKB1261","Olney Road 265-303(O)",116,"SWKE0041"
"SWKB1262","Ondine Road 46A & 48A, 42-52(E)",53,"SWKE0260"
"SWKB1263","Osprey House, Talfourd Road 1-12(C)",84,"SWKE0268"
"SWKB1264","Otford House, Staple Street 8A & 21A, 1-63(C),",368,"SWKE0329"
"SWKB1265","Otterburn House, Sultan Street 1-81(C)",467,"SWKE0352"
"SWKB1266","Overy House, Webber Row 1-15(C)",82,"SWKE0345"
"SWKB1267","Overy House, Webber Row 16-25(C)",65,"SWKE0345"
"SWKB1268","Owgan Close 1-46(C)",231,"SWKE0129"
"SWKB1269","Padbury, Bagshot Street 1-25(C)",160,"SWKE0021"
"SWKB1270","Palgrave House, Bethwin Road 1-45(C)",274,"SWKE0352"
"SWKB1271","Pallant House, Tabard Street 1-57(C)",302,"SWKE0329"
"SWKB1272","Palm Court, Garnies Close 1-8(C)",53,"SWKE0254"
"SWKB1273","Palm Court, Garnies Close 9-33(C)",151,"SWKE0254"
"SWKB1274","Pardoner House, Pardoner Street 1-12(C)",50,"SWKE0329"
"SWKB1275","Parfew Court, Sydenham Hill 1-6(C)",36,"SWKE0328"
"SWKB1276","Park Street 31-41(O)",30,"SWKE0262"
"SWKB1277","Park Street 61-71(O)",30,"SWKE0262"
"SWKB1278","Park Street 89-99(O)",30,"SWKE0262"
"SWKB1279","Parnall House, Bowen Drive 1-15(C)",95,"SWKE0201"
"SWKB1280","Pascall House, Draco Street 1-20(C)",115,"SWKE0269"
"SWKB1281","Pasley Close16-26(E), 32-40(E)",64,"SWKE0263"
"SWKB1282","Pattison House, Redcross Way 1-10(C)",57,"SWKE0230"
"SWKB1283","Pattison House, Redcross Way 11-20(C)",62,"SWKE0230"
"SWKB1284","Pattison House, Redcross Way 21-30(C)",77,"SWKE0230"
"SWKB1285","Pattison House, Redcross Way 31-40(C)",62,"SWKE0230"
"SWKB1286","Pattison House, Redcross Way 41-50(C)",57,"SWKE0230"
"SWKB1287","Paxton House, Morecambe Street 1-25(C)",134,"SWKE0048"
"SWKB1288","Peacock Yard 1-6(C), 1A-6A(C); Peacock Street 1-48(C)",289,"SWKE0277"
"SWKB1289","Peacock Yard 7-14(C), 7A-14A(C); Crampton Street 58-182(E); Ta Hall Pullens Estate",384,"SWKE0277"
"SWKB1290","Peckham Road 87 / Flats 1-11(C)",59,"SWKE0264"
"SWKB1291","Peckham Rye 145-153(O)",93,"SWKE0266"
"SWKB1292","Peckham Rye Flats 1-12(C) / 25-27(O)",60,"SWKE0265"
"SWKB1293","Pedworth Gardens 14-22(E); Mossington Gardens 2-11(C), 97-105(O), Raymouth Road 97-105(O)",50,"SWKE0267"
"SWKB1294","Pedworth Gardens 24-38(E)",40,"SWKE0267"
"SWKB1295","Pedworth Gardens 25-33(O); Rotherhithe New Road 198",30,"SWKE0267"
"SWKB1296","Pelier Street 1-19(O)",60,"SWKE0269"
"SWKB1297","Pembury House, Mcneil Road 1-16(C)",120,"SWKE0210"
"SWKB1298","Pencraig Way 1-28(C)",198,"SWKE0208"
"SWKB1299","Pennack Road 2-46(E); Willowbrook Road 1-3(O)",136,"SWKE0270"
"SWKB1300","Pennack Road 37-75(O)",110,"SWKE0270"
"SWKB1301","Pennack Road 77-133(O)",146,"SWKE0270"
"SWKB1302","Pennack Road, 1-35(O) & Tra Hall",105,"SWKE0270"
"SWKB1303","Penrose House, Penrose Street 1-12(C)",72,"SWKE0271"
"SWKB1304","Penrose House, Penrose Street 13-24(C)",54,"SWKE0271"
"SWKB1305","Penrose House, Penrose Street 25-36(C)",54,"SWKE0271"
"SWKB1306","Penrose House, Penrose Street 37-84(C)",336,"SWKE0271"
"SWKB1307","Penrose House, Penrose Street 85-132(C)",336,"SWKE0271"
"SWKB1308","Penrose House, Sutherland Square 139-150(C)",72,"SWKE0271"
"SWKB1309","Penrose Street 106-116(E)",42,"SWKE0041"
"SWKB1310","Penrose Street 118-128(E)",42,"SWKE0041"
"SWKB1311","Penrose Street 130-138(E)",35,"SWKE0041"
"SWKB1312","Penrose Street 140-190(E)",137,"SWKE0041"
"SWKB1313","Penrose Street 94-104(E)",42,"SWKE0041"
"SWKB1314","Penton Place 14A-14E(C)",24,"SWKE0008"
"SWKB1315","Penton Place 32A-32E(C)",24,"SWKE0008"
"SWKB1316","Penton Place 52A-52E(C)",24,"SWKE0008"
"SWKB1317","Pentridge Street 1-67(C)",430,"SWKE0254"
"SWKB1318","Perronet House, Princess Street 1-90(C); Tenants Clubroom 44(C)",536,"SWKE0152"
"SWKB1319","Perth Court, Basingdon Way 1-9(C)",52,"SWKE0109"
"SWKB1320","Perth Court, Basingdon Way 22-33(C)",86,"SWKE0109"
"SWKB1321","Perth Court, Basingdon Way 34-45(C)",86,"SWKE0109"
"SWKB1322","Perth Court, Basingdon Way 46-57(C)",86,"SWKE0109"
"SWKB1323","Perth Court, Basingdon Way 58-69(C)",69,"SWKE0109"
"SWKB1324","Perth Court, Basingdon Way 70-78(C)",52,"SWKE0109"
"SWKB1325","Peter Butler House, Wolseley Street 1-35(C)",216,"SWKE0272"
"SWKB1326","Peter Hills House, Linsey Street 1-12(C)",96,"SWKE0068"
"SWKB1327","Peterchurch House, Commercial Way 1-56(C)",336,"SWKE0208"
"SWKB1328","Petworth House, Pytchley Road 1-38(C)",249,"SWKE0120"
"SWKB1329","Philip Walk 31-45(O)",51,"SWKE0088"
"SWKB1330","Pickwick House, George Row 1-39(C)",233,"SWKE0112"
"SWKB1331","Pierson House, Bowen Drive 1-15(C)",95,"SWKE0201"
"SWKB1332","Pilgrim House, Tabard Street 1-20(C)",115,"SWKE0329"
"SWKB1333","Pilgrim House, Tabard Street 21-40(C)",117,"SWKE0329"
"SWKB1334","Pilgrim House, Tabard Street 41-62(C)",121,"SWKE0329"
"SWKB1335","Pincombe House, Orb Street 1-21(C)",127,"SWKE0290"
"SWKB1336","Pine House, Swan Road 1-28(C)",168,"SWKE0006"
"SWKB1337","Pinedene, Carlton Grove 18-21(C)",22,"SWKE0002"
"SWKB1338","Pinner House, Coldharbour Lane 1-24(C)",160,"SWKE0100"
"SWKB1339","Piper Court 1-25",144,"SWKE0129"
"SWKB1340","Plaxdale House, Congreve Street 1-6(C)",24,"SWKE0087"
"SWKB1341","Playfield Crescent 18A, 22A & 26A, 18-34(E)",79,"SWKE0224"
"SWKB1342","Plough Way 50-84(E)",129,"SWKE0273"
"SWKB1343","Plough Way 86-124(E)",114,"SWKE0273"
"SWKB1344","Pomeroy Street 114-248(E)",367,"SWKE0280"
"SWKB1345","Pope House, Anchor Street 1-88(C)",503,"SWKE0227"
"SWKB1346","Pope House, Lomond Grove 1-16(C)",100,"SWKE0129"
"SWKB1347","Porter Street 9-19(O)",30,"SWKE0262"
"SWKB1348","Potier Street 1-12(C)",60,"SWKE0167"
"SWKB1349","Potier Street 13-18(C)",39,"SWKE0167"
"SWKB1350","Potier Street 19-24(C)",39,"SWKE0167"
"SWKB1351","Potier Street 25-30(C)",37,"SWKE0167"
"SWKB1352","Potier Street 31-42(C)",78,"SWKE0167"
"SWKB1353","Povey House, Beckway Street 1-39(C)",247,"SWKE0026"
"SWKB1354","Prescott House, Hillingdon Street 1-68(C)",401,"SWKE0041"
"SWKB1355","Preston House, Abbey Street 1-32(C)",224,"SWKE0316"
"SWKB1356","Prestwood House, Drummond Road, 1-27(C) & John Dixon Health Centre",163,"SWKE0310"
"SWKB1357","Primrose House, Peckham Hill Street 1-11(C)",70,"SWKE0259"
"SWKB1358","Primrose House, Peckham Hill Street 12-22(C)",70,"SWKE0259"
"SWKB1359","Princess Court, College Road 1-11(C)",67,"SWKE0083"
"SWKB1360","Princess Street 2(E); Princess Street 4-18(E); Princess Street 20-42(E)",58,"SWKE0152"
"SWKB1361","Prioress Street 13-18(C)",39,"SWKE0167"
"SWKB1362","Prioress Street 1-6(C)",39,"SWKE0167"
"SWKB1363","Prioress Street 19-24(C)",39,"SWKE0167"
"SWKB1364","Prioress Street 7-12(C)",39,"SWKE0167"
"SWKB1365","Priory Court, Cheltenham Road 1-36(C)",228,"SWKE0276"
"SWKB1366","Priory Court, Cheltenham Road 37-72(C)",226,"SWKE0276"
"SWKB1367","Proctor House, Picton Street 1-22(C)",154,"SWKE0129"
"SWKB1368","Prospect House, Gaywood Street 1-63(C)",376,"SWKE0152"
"SWKB1369","Pullens Buildings, Penton Place 1-24(C); Clements Yard, Iliffe Street 1-8(C)",125,"SWKE0277"
"SWKB1370","Purbrook Estate, Tower Bridge Road 107-130(C); Riley Road 25",143,"SWKE0278"
"SWKB1371","Purbrook Estate, Tower Bridge Road 1-36(C)",200,"SWKE0278"
"SWKB1372","Purbrook Estate, Tower Bridge Road 37-80(C)",246,"SWKE0278"
"SWKB1373","Purbrook Estate, Tower Bridge Road 81-106(C)",140,"SWKE0278"
"SWKB1374","Purdon House, Clayton Road 1-35(C) & Purdon House 36",201,"SWKE0259"
"SWKB1375","Pynfolds Estate, Jamaica Road 1-59(C) ;West Lane 2-18(E)",380,"SWKE0279"
"SWKB1376","Pynfolds Estate, Jamaica Road 60-103(C)",241,"SWKE0279"
"SWKB1377","Pynnersmead, Herne Hill 1-16(C)",104,"SWKE0182"
"SWKB1378","Quedgeley Court 1-36(C)",237,"SWKE0157"
"SWKB1379","Quenington Court 1-32(C)",160,"SWKE0157"
"SWKB1380","Quentin House, Chaplin Close 37-53(C)",101,"SWKE0281"
"SWKB1381","Quentin House, Gray Street 1-8(C); Waterloo Road 187-191(O)",68,"SWKE0281"
"SWKB1382","Quentin House, Gray Street 9-36(C)",180,"SWKE0281"
"SWKB1383","Radcliffe House, Anchor Street 1-16(C)",92,"SWKE0227"
"SWKB1384","Rainbow Street 1-11(O)",42,"SWKE0034"
"SWKB1385","Ramsfort House, Roseberry Street 1-36(C)",252,"SWKE0227"
"SWKB1386","Rankine House, Bath Terrace 1-25(C)",150,"SWKE0288"
"SWKB1387","Ransford House, Seeley Drive 1-15(C)",95,"SWKE0201"
"SWKB1388","Raul Road 10-20(E), 10A-20A(E)",68,"SWKE0283"
"SWKB1389","Raul Road 9-19(O), 9A-19A(O)",67,"SWKE0282"
"SWKB1390","Raven House, Tawny Way 1-14(C)",92,"SWKE0261"
"SWKB1391","Reading House, Green Hundred Road 9A & 30A, 1-38(C)",268,"SWKE0145"
"SWKB1392","Red Post Hill 100-102(E)",14,"SWKE0324"
"SWKB1393","Red Post Hill 53-63(O)",43,"SWKE0324"
"SWKB1394","Red Post Hill 64-70(E)",28,"SWKE0324"
"SWKB1395","Red Post Hill 65-67(O)",14,"SWKE0324"
"SWKB1396","Red Post Hill 69-75(O)",29,"SWKE0324"
"SWKB1397","Red Post Hill 72-74(E)",14,"SWKE0324"
"SWKB1398","Red Post Hill 76-82(E)",29,"SWKE0324"
"SWKB1399","Red Post Hill 81-83(O)",14,"SWKE0324"
"SWKB1400","Red Post Hill 84-86(E)",14,"SWKE0324"
"SWKB1401","Red Post Hill 88-90(E)",14,"SWKE0324"
"SWKB1402","Red Post Hill 89-91(O)",14,"SWKE0324"
"SWKB1403","Red Post Hill 96-98(E)",14,"SWKE0324"
"SWKB1404","Red Post Hill 97-99(O)",14,"SWKE0324"
"SWKB1405","Redbridge Gardens 1-123(O)",368,"SWKE0307"
"SWKB1406","Redbridge Gardens 2-36(E)",126,"SWKE0307"
"SWKB1407","Redman House, Lant Street 1-52(C)",259,"SWKE0284"
"SWKB1408","Redman House, Lant Street 53-110(C)",323,"SWKE0284"
"SWKB1409","Regina Point, Renforth Street 1-80(C)",471,"SWKE0056"
"SWKB1410","Renforth Street 7-61(O)",166,"SWKE0285"
"SWKB1411","Rennie House, Bath Terrace 1-25(C)",159,"SWKE0288"
