BD CODE,BD NAME,BD RATEABLE VALUE
BD001277,WOODLAND CLOSE 1-6,1212
BD001278,WISEMAN COURT 1-28 CONS,7105
BD001279,CHARLES STAUNTON HOUSE 1-16,4256
BD001280,JEAN HUMBERT HOUSE 1-16,3384
BD001281,JOSEF PERRIN HOUSE 1-16 CONS,4256
BD001282,LILIAN ROLFE HOUSE 1-16,4520
BD001283,ODETTE HOUSE 1-16 CONS,4520
BD001284,ROBERT GERARD HOUSE 1-24,6214
BD001285,VIOLETTE SZABO HOUSE 1-24 CONS,5448
BD001286,CROXTED ROAD 27,240
BD001287,################,240
BD001288,BULLFINCH COURT 1-12,3768
BD001289,GANNET COURT 1-12,3768
BD001290,PETREL COURT 1-12,3156
BD001291,HERON COURT 1-18,5652
BD001292,FALCON COURT 1-32,9288
BD001293,EAGLE COURT 1-12,2451
BD001294,DUNLIN COURT 1-12,2451
BD001295,DUNNOCK COURT 1-32,9288
BD001296,CORMORANT COURT 1-32,9288
BD001297,ELMWORTH GROVE ,248
BD001298,ELMWORTH GROVE ,240
BD001299,FULMAR COURT 1-12,3432
BD001300,PARK HALL ROAD 23-31 ODD,1101
BD001301,NORWOOD ROAD 399,1716
BD001302,DASSETT ROAD 32-36 EVEN,870
BD001303,HILLSIDE GARDENS 1-16,4668
BD001304,HILLSIDE GARDENS 17-28,4002
BD001305,REDHILL COURT 1-4,1128
BD001306,REDHILL COURT 5-22,6984
BD001307,BEAUFOY HOUSE 1-40 INC 8A&B,11694
BD001308,CHAPMAN HOUSE 1-12,3292
BD001309,EASTON HOUSE 1-30,8900
BD001310,EDRIDGE HOUSE 1-8,2544
BD001311,KERSHAW HOUSE 1-6,1908
BD001312,THANET HOUSE 1-12,3528
BD001313,GLENELDON ROAD 63-73 INC A'S ODD,3672
BD001314,SOMERVILLE COURT,4752
BD001316,COYNERS ROAD 25 27& 27A,741
BD001317,CHRISTCHURCH ROAD 12,2384
BD001318,CHARLES MILLS COURT 1-12,3102
BD001319,DOUGLAS ROBINSON COURT 1-9,2243
BD001320,STREATHAM HIGH ROAD 247-269,3528
BD001321,STREATHAM HIGH ROAD 357-359,1481
BD001322,STREATHAM HIGH ROAD 363-367,2243
BD001323,STREATHAM HIGH ROAD 582 FLATS 1-26,6565
BD001324,WELLFIELD ROAD ,290
BD001325,ST ANSELMS COURT 1-12,3576
BD001326,ST ANSELMS COURT 13-18,1748
BD001327,ST ANSELMS COURT 19-36,5244
BD001328,ALBERT CARR GARDENS 1-39,5744
BD001329,ALBERT CARR GARDENS 4-40,5514
BD001330,ALBERT CARR GARDENS 41-71 (ODD),4464
BD001331,ALBERT CARR GARDENS 42-88,6696
BD001332,ALBERT CARR GARDENS 73-103,4464
BD001333,ALBERT CARR GARDENS 105-119,2352
BD001334,ALBERT CARR GARDENS 121-135,2352
BD001335,ESTREHAM ROAD 40-41,490
BD001336,ESTREHAM ROAD 42-43,490
BD001337,ESTREHAM ROAD 46!47,490
BD001338,ESTREHAM ROAD 48-51,808
BD001339,ESTREHAM ROAD 52-55,980
BD001340,ESTREHAM ROAD 56 57,490
BD001341,ESTREHAM ROAD 60-63,808
BD001342,HOPTON ROAD ,2710
BD001343,HOPTON ROAD ,1804
BD001344,HOPTON ROAD 71 FLATS 1-5,1530
BD001345,HOPTON COURT 17 - 21 INC A'S ODD,1553
BD001346,RUSSELL COURT 1-12,3328
BD001347,RUSSELL COURT 13-24,3328
BD001348,RUSSELL COURT 25-36,3328
BD001349,GRASMERE ROAD ,274
BD001350,GRASMERE ROAD 2-24,3864
BD001352,GRASMERE ROAD ,274
BD001353,MADEIRA ROAD 22-32,4630
BD001354,OAKDALE ROAD 7 FLATS A-C,771
BD001355,OAKDALE ROAD 9 9B 10 10A 11 11A 11B 11C,2320
BD001356,OAKDALE ROAD 19 19A 20 20A 21&21A,1724
BD001357,OAKDALE ROAD 22-24,1724
BD001358,OAKDALE ROAD 25-27,1724
BD001359,ROUPELL ROAD 1-35,5610
BD001360,ABBESS CLOSE 13-28,3881
BD001361,ABBESS CLOSE 29-40,3432
BD001363,BERWYN ROAD 3 3A 5 & 5B,1160
BD001364,HAWARDEN GROVE 31-37,1048
BD001365,NORWOOD ROAD 86-92,1256
BD001366,NORWOOD ROAD 317 FLATS 1-8,2264
BD001367,ALBURY LODGE 1-8,2392
BD001368,BROCKHAM HOUSE 1-48,12954
BD001369,DEEPDENE LODGE 1-8,2392
BD001370,DUNSFOLD HOUSE 1-35 CONS,9528
BD001371,ELSTEAD HOUSE 1-64,18336
BD001372,OUTWOOD HOUSE 1-49,13383
BD001373,TANHURST HOUSE 1-49,13202
BD001374,THURSLEY HOUSE 1-40,11061
BD001375,TILFORD HOUSE 1-40,11061
BD001376,WARNHAM HOUSE 1-49,14674
BD001377,WITLEY HOUSE 1-49,13453
BD001378,LANERCOST CLOSE 1 FLATS 1-28,8446
BD001379,FERN LODGE 1-32 CONS,9505
BD001381,WILLIAM BROWN COURT 1-20,5880
BD001382,ALEXANDRA WALK ,236
BD001383,ALEXANDRA WALK 10-24,3619
BD001384,MAYTREE WALK 3-4,566
BD001385,MAYTREE WALK 7-8,566
BD001386,MAYTREE WALK 11-12,566
BD001387,H/LAND RD16-22 PLANE TR WK1-11 VICARS2/4,3036
BD001388,VICARS OAK ROAD 6-12,1064
BD001389,PLANE TREE WALK 2-24 EVEN,3096
BD001390,BANKSIDE WAY 1-20 CONS,5160
BD001391,RIDGE WAY 1-20 CONS,5160
BD001392,CITY PROSPECT 1-30,5980
BD001393,OAKWOOD DRIVE 1-10,2450
BD001394,OAKWOOD DRIVE 21-30,2450
BD001395,OAKWOOD DRIVE 31-40,2450
BD001396,WYCHWOOD WAY 1-10 CONS,2450
BD001397,WYCHWOOD WAY 11-16,1470
BD001398,WYCHWOOD WAY 17-26,2450
BD001399,WYCHWOOD WAY 27-36,2450
BD001400,WYCHWOOD WAY 37-46,2450
BD001401,NORTHWOOD WAY 1-10,2580
BD001402,NORTHWOOD WAY 11-20 CONS,2580
BD001403,NORTHWOOD WAY 21-30 CONS,2580
BD001404,NORTHWOOD WAY 31-40 CONS,2580
BD001405,NORTHWOOD WAY 41-50 CONS,2580
BD001406,HIGH LIMES 1-12,1524
BD001407,VALLEY PROSPECT 1-30,5980
BD001408,LONDON PROSPECT 1-30 CONS,5980
BD001409,LAMBETH PROSPECT 1-30 CONS,5980
BD001410,ROMMANY PROSPECT 1-30 CONS,5980
BD001411,LONGMEAD HOUSE 1-36 CONS,8708
BD001412,PONDFIELD HOUSE 1-36,8708
BD001413,HALLANE HOUSE 1-28,6478
BD001414,LEVEHURST HOUSE 1-28,6748
BD001415,WOODVALE WALK ,314
BD001416,WOODVALE WALK ,314
BD001417,WOODVALE WALK ,314
BD001418,WOODVALE WALK ,294
BD001419,WOODVALE WALK ,306
BD001420,WOODVALE WALK ,306
BD001421,WOODVALE WALK ,294
BD001422,WOODVALE WALK ,294
BD001423,WOODVALE WALK ,294
BD001424,WOODVALE WALK ,314
BD001425,WOODVALE WALK ,306
BD001426,WOODVALE WALK ,314
BD001427,WOODVALE WALK ,314
BD001428,WOODVALE WALK ,314
BD001429,WOODVALE WALK ,306
BD001430,WOODVALE WALK ,306
BD001431,WOODVALE WALK ,314
BD001432,PATHFIELD ROAD 19-29 ODD,4576
BD001433,PATHFIELD ROAD 22-26 EVEN,2162
BD001434,ROTHERHILL AVENUE 1-8 CONS,2162
BD001435,STANTHORPE CLOSE 1-6 11-16,3040
BD001436,STANTHORPE CLOSE 7-10 17-20 CONS,2131
BD001437,STANTHORPE CLOSE ,347
BD001447,RYAN COURT 2-70,15283
BD001455,LIME TREE CLOSE,282
BD001456,LIME TREE CLOSE ,282
BD001457,LIME TREE CLOSE ,306
BD001458,LIME TREE CLOSE ,306
BD001459,CENTRAL HILL 54 56FF 58SF 62 64,1273
BD001460,HIGHLAND ROAD 5-15,1596
BD001461,HIGHLAND ROAD 29-39,1564
BD001462,HIGHLAND ROAD 41-49,1298
BD001463,VICARS OAK ROAD 13-37,2803
BD001464,CENTRAL HILL 2-14,1712
BD001465,CENTRAL HILL 50-54,645
BD001466,BOSCOMBE GARDENS 1-34,8248
BD001468,LINTON GROVE ,314
BD001469,LINTON GROVE ,314
BD001470,LINTON GROVE 66-80 EVEN,1856
BD001471,CURNICKS LANE ,322
BD001472,DARLINGTON ROAD,314
BD001473,DARLINGTON ROAD 8-24,2088
BD001474,DARLINGTON ROAD ,314
BD001475,DARLINGTON ROAD ,314
BD001476,DARLINGTON ROAD ,314
BD001477,DARLINGTON ROAD 40-54 EVEN,1856
BD001478,DASSETT ROAD ,314
BD001479,EDEN ROAD 9-15(ODD),941
BD001480,EDEN ROAD ,314
BD001481,EDEN ROAD 31-45 ODD,1865
BD001482,EDEN ROAD ,314
BD001483,EDEN ROAD ,314
BD001484,LADAS ROAD 80-86 EVEN,928
BD001485,LADAS ROAD ,306
BD001486,LADAS ROAD ,314
BD001487,LADAS ROAD 102-116,1856
BD001488,TIVOLI ROAD 48-64 EVEN,2088
BD001489,MILLHOUSE PLACE 1-9 CONS,2088
BD001490,MILLHOUSE PLACE 14-17 CONS,928
BD001491,MOUNT PLEASANT ,338
BD001492,MOUNT PLEASANT ,338
BD001493,MOUNT PLEASANT ,338
BD001494,MOUNT PLEASANT 4-10 EVEN,960
BD001495,MOUNT PLEASANT ,306
BD001496,MOUNT PLEASANT ,306
BD001497,MOUNT PLEASANT ,318
BD001498,LINTON GROVE 65-79,1856
BD001499,BATTENBURG WALK 1-6 9-20 23-28 31-36,6810
BD001500,BATTENBURG WALK ,338
BD001501,BRABOURNE CLOSE 1-24,5448
BD001502,BURMA TERRACE ,290
BD001503,BURMA TERRACE 7-10,290
BD001504,BURMA TERRACE ,290
BD001505,MOUNTBATTEN CLOSE 5-10,290
BD001506,MOUNTBATTEN CLOSE ,338
BD001507,MOUNTBATTEN CLOSE ,290
BD001508,MOUNTBATTEN CLOSE ,338
BD001509,MOUNTBATTEN CLOSE ,338
BD001510,MOUNTBATTEN CLOSE ,338
BD001511,WOODCOTE PLACE 4-11 CONS,1856
BD001512,WOODCOTE PLACE ,298
BD001513,DUNBAR STREET ,384
BD001514,DUNBAR STREET ,380
BD001515,DUNBAR STREET ,326
BD001516,DUNBAR STREET ,355
BD001517,DUNBAR STREET ,355
BD001518,DUNBAR STREET ,372
BD001519,DUNBAR STREET ,355
BD001520,DUNBAR STREET ,326
BD001521,DUNBAR STREET ,326
BD001522,DUNBAR STREET ,355
BD001523,DUNELM GROVE 1-19,5996
BD001524,DUNELM GROVE ,372
BD001525,DUNELM GROVE ,372
BD001526,DUNELM GROVE ,372
BD001527,DUNELM GROVE ,372
BD001528,DUNELM GROVE ,372
BD001529,DUNELM GROVE ,342
BD001530,DUNELM GROVE 60-68 EVEN,1168
BD001531,YEOMAN CLOSE,326
BD001532,YEOMAN CLOSE 6 & 7,494
BD001533,YEOMAN CLOSE 9 & 10,500
BD001534,YEOMAN CLOSE ,326
BD001535,YEOMAN CLOSE ,363
BD001536,YEOMAN CLOSE 20 & 21,404
BD001537,YEOMAN CLOSE ,326
BD001538,YEOMAN CLOSE ,326
BD001539, YEOMAN CLOSE ,326
BD001540,YEOMAN CLOSE 27 & 28,810
BD001541,YEOMAN CLOSE ,326
BD001542,YEOMAN CLOSE ,326
BD001543,YEOMAN HOUSE 33 & 35,630
BD001544,YEOMAN CLOSE ,326
BD001545,YEOMAN CLOSE ,326
BD001546,ST BERNARDS CLOSE 6-9,844
BD001547, ST BERNARDS CLOSE ,262
BD001548,ST BERNARDS CLOSE ,262
BD001549,ST BERNARDS CLOSE 14-20,1456
BD001550,ST BERNARDS CLOSE 21-28,1720
BD001551,ROMMANY ROAD ,262
BD001552,CHAMPNESS CLOSE 9-15,4580
BD001553,CHAMPNESS CLOSE ,262
BD001554,CHAMPNESS CLOSE ,262
BD001557,PRIORESS ROAD,274
BD001558,PRIORESS ROAD ,274
BD001561,PENNINGTON CLOSE ,262
BD001562,PENNINGTON CLOSE ,262
BD001563,PENNINGTON CLOSE ,262
BD001564,PENNINGTON CLOSE ,355
BD001569,CLIVE ROAD ,355
BD001570,ST GOTHARD RD 2 A-F,1266
BD001571,ST GOTHARD RD 4 A-F,1266
BD001572,ST GOTHARD RD 6 FLATS A-F,1266
BD001573,ROMMANY ROAD 205-219,1720
BD001574,ST GOTHARD ROAD 56-62,1050
BD001575,BURROW WALK ,347
BD001576,BURROW WALK ,215
BD001577,BURROW WALK 5-6 14-15 18-,2414
BD001578,GUERNSEY GROVE ,245
BD001579,GUERNSEY GROVE ,245
BD001580,GUERNSEY GROVE ,245
BD001581, LAIRDALE CLOSE ,274
BD001582,LAIRDALE CLOSE ,274
BD001583,BROCKHAM DRIVE 1-5,278
BD001584,FAIRVIEW HOUSE 1-46,12205
BD001585,WARREN CLOSE ,347
BD001586,WARREN CLOSE ,274
BD001587,WARREN CLOSE ,347
BD001588,WARREN CLOSE ,347
BD001589,WARREN CLOSE ,274
BD001590,WARREN CLOSE ,274
BD001591,ROSENDALE ROAD ,347
BD001592,ROSENDALE ROAD ,347
BD001593,ROSENDALE ROAD ,274
BD001594, ROSENDALE ROAD ,347
BD001595, COALDALE WALK ,347
BD001596,COALDALE WALK ,274
BD001597,COALDALE WALK ,347
BD001598,COALDALE WALK ,347
BD001599,FRANKLIN CLOSE,326
BD001600,FRANKLIN CLOSE,326
BD001603,FRANKLIN CLOSE,326
BD001604,FRANKLIN CLOSE,326
BD001605,FRANKLIN CLOSE,326
BD001606,FRANKLIN CLOSE,326
BD001607,FRANKLIN CLOSE 17-22,1431
BD001608,FRANKLIN CLOSE 28-41 CONS,3550
BD001609,FRIAR MEWS 1-43 CON,10609
BD001610,CURTISFIELD ROAD ,338
BD001611,CURTISFIELD ROAD 30-48,2174
BD001612,JAMES BOSWELL CLOSE,290
BD001613,JAMES BOSWELL CLOSE 10 & 11,438
BD001614,JAMES BOSWELL CLOSE 16&17,438
BD001615,SAMUEL JOHNSON CLOSE 6-8,653
BD001616,SAMUEL JOHNSON CLOSE 24-29,1306
BD001617,SOUTH OAK ROAD ,290
BD001618,SOUTH OAK ROAD ,254
BD001619,SOUTH OAK ROAD ,338
BD001620, SOUTH OAK ROAD ,290
BD001621,ST GOTHARD RD 8 FLATS A-F,1266
BD001622,CLIVE ROAD ,430
BD001623,CLIVE ROAD ,355
BD001625,BERRY LANE 1-24,5916
BD001626,BERRY LANE ,347
BD001628,FRANCIS BARBER CLOSE 4-9,1274
BD001629,FRANCIS BARBER CLOSE 10-12,612
BD001630," FRANCIS BARBER CLOSE, 16-18",637
BD001631,MONTSERRAT CLOSE,232
BD001632,MONTSERRAT CLOSE,232
BD001633, MONTSERRAT CLOSE ,274
BD001634,ANTIGUA WALK ,232
BD001635,ANTIGUA WALK ,232
BD001637,KINGSTON SQUARE ,232
BD001638,KINGSTON SQUARE ,232
BD001639,KINGSTON SQUARE ,274
BD001640,KINGSTON SQUARE ,274
BD001641,KINGSTON SQUARE ,232
BD001642,KINGSTON SQUARE ,232
BD001643,KINGSTON SQUARE ,274
BD001644,KINGSTON SQUARE ,274
BD001645,KINGSTON SQUARE ,274
BD001646,KINGSTON SQUARE ,302
BD001647,KINGSTON SQUARE ,274
BD001648,ST KITTS TERRACE ,236
BD001649,ST KITTS TERRACE ,215
BD001650," ST KITTS TERRACE, 33 & 34",509
BD001651,ST KITTS TERRACE ,236
BD001652,ST KITTS TERRACE ,236
BD001653,ROMMANY ROAD 151 A-D,810
BD001656,BRISTOW ROAD 28-38,1282
BD001657,BRISTOW ROAD 2-8 EVEN,852
BD001658,ST VINCENT CLOSE ,322
BD001659,ST VINCENT CLOSE ,298
BD001660,BRIDGETOWN CLOSE ,232
BD001661,BRIDGETOWN CLOSE ,232
BD001662,NELLO JAMES GARDENS ,266
BD001663, NELLO JAMES GARDENS ,245
BD001664,GEORGETOWN CLOSE ,232
BD001665,GEORGETOWN CLOSE ,232
BD001666,GEORGETOWN CLOSE ,274
BD001667,GEORGETOWN CLOSE ,274
BD001668,WELL CLOSE ,294
BD001669,WELL CLOSE ,262
BD001670,WELL CLOSE ,294
BD001671,WELL CLOSE 7 8 & 9,637
BD001672,ALEXANDRA DRIVE ,566
BD001674,GIPSY ROAD 121 FLATS 1&2,413
BD001675,ALEXANDRA DRIVE,1353
BD001676,LUNHAM ROAD 2 FLAT 1-5,899
BD001677,LUNHAM ROAD 14 A-E,932
BD001678,HARPENDEN ROAD 1 FLAT 1&2,318
BD001679,KNIGHTS HILL ,436
BD001680,KNIGHTS HILL ,634
BD001681,WOLFINGTON ROAD ,371
BD001682,HAINTHORPE ROAD ,384
BD001683,ST JULIANS FARM ROAD 17 FLATS 1&2,334
BD001684,BROXHOLM ROAD 52 FLATS 1&2,436
BD001685,SELSDON ROAD 35 FLATS 1 & 2,396
BD001686,THURLESTONE ROAD ,368
BD001687,THURLBY ROAD,401
BD001688,THURLBY ROAD ,438
BD001689,CASEWICK ROAD 155-157,392
BD001690,CASEWICK ROAD 167 & 169,372
BD001692,LANERCOST ROAD 35 FLATS 1-3,528
BD001694,ROSENDALE ROAD 6-8,740
BD001695,CLIVE ROAD ,292
BD001696,CLIVE ROAD ,364
BD001697,CLIVE ROAD ,397
BD001698,MALEY AVENUE ,450
BD001699,MALEY AVENUE ,486
BD001700,MALEY AVENUE ,490
BD001701,THURLOW PARK ROAD ,557
BD001703,CHESTNUT ROAD 67 A&B,564
BD001704,CHANCELLOR GROVE ,376
BD001705,ROSENDALE ROAD 85 FLATS 1-2,503
BD001706,ROSENDALE ROAD 130 FLAT 1&2,524
BD001707," ROSENDALE ROAD 142 FLAT 1, 2 & 3",596
BD001708,THURLOW PARK ROAD ,862
BD001710,PARKHALL ROAD 9A + 9B,380
BD001711,BROXHOLM ROAD 78 FLATS 1 2 3,582
BD001712,CLYTHA COURT 1-12,2670
BD001713,GIPSY HILL ,334
BD001714,ST LOUIS ROAD,190
BD001715,LANERCOST ROAD 1-3 FLATS 1-8,1794
BD001716,MARANDA COURT 86-92,1016
BD001717,CHESTNUT ROAD ,443
BD001718,BUCKLEIGH ROAD ,430
BD001719,GLENELDON ROAD 44 FLATS 1&2,425
BD001720,LEWIN ROAD ,709
BD001721,WESTWELL ROAD ,570
BD001722,GARRADS ROAD 1 FLATS 1-4,1083
BD001724,HARBOROUGH ROAD 2 & 4,503
BD001725,HARBOROUGH ROAD 41 &43,481
BD001726,HARBOROUGH ROAD 53-55,481
BD001727,HARBOROUGH ROAD 114-116,459
BD001728,VALLEY ROAD 138-140,494
BD001729,VALLEY ROAD 150-152,494
BD001730,VALLEY ROAD 162-164,494
BD001731,HARBOROUGH ROAD 98-100,459
BD001732,MOUNT EPHRAIM ROAD FLATS 1-8,1615
BD001734,ELLISON ROAD 182-184,469
BD001735,ELLISON ROAD 186-188,422
BD001736,FARNINGHAM COURT - GROUND RENT ONLY,100
BD001737,CHRISTCHURCH ROAD ,509
BD001738,BABINGTON ROAD 7 9 11,846
BD001739,BABINGTON ROAD 19 21 23,846
BD001740,BABINGTON ROAD 25 27 29,846
BD001741,BABINGTON ROAD 37 39 41,846
BD001742,ELLISON ROAD 137 139,446
BD001744,JASPER ROAD 36 FLATS 1 & 2,434
BD001745,JASPER ROAD 52-54,712
BD001746,MARTELL ROAD ,301
BD001747,ASHURST GARDENS 2-3,689
BD001748,HAWARDEN GROVE 29 FLAT 1& 2,338
BD001749,NORWOOD ROAD ,460
BD001750,NORWOOD ROAD 94-96,1057
BD001751,ROMOLA ROAD 56-58,936
BD001752,THURLOW PARK ROAD 77,461
BD001754,BARROW ROAD ,413
BD001755,GREYHOUND LANE 30 FLATS 1 2 & 3,540
BD001757,WAVERTREE ROAD ,493
BD001758,OAKDALE ROAD 16 FLATS A&B,628
BD001759,NORFOLK HOUSE ROAD 6 FLATS 1&2,422
BD001760,BRANCASTER ROAD ,409
BD001761,ANGLES ROAD ,473
BD001762,BALDRY GARDENS 16 FLATS 1&2,577
BD001763,BROXHOLM ROAD 87 FLAT 1-3,515
BD001764,LUNHAM ROAD 4 FLAT 1-4,855
BD001766,GLENELDON ROAD 133 FLATS 1 + 2,464
BD001767,LEWIN ROAD ,493
BD001769,KEMPSHOTT ROAD ,434
BD001770,WAVERTREE ROAD ,447
BD001771,CONYERS ROAD ,477
BD001772,CONYERS ROAD ,569
BD001773,FAIRMOUNT ROAD ,599
BD001774,BARROW ROAD ,455
BD001775,GREYHOUND LANE ,426
BD001776,GREYHOUND LANE ,608
BD001777,GREYHOUND LANE 44 FLATS 1&2,434
BD001778,GREYHOUND LANE 49 FLATS 1&2,464
BD001779,ARRAGON GARDENS 1 2&3 12,606
BD001780," RIGGINDALE ROAD 8, FLATS 1-5",753
BD001781,RIGGINDALE ROAD 70 FLATS 1&2,508
BD001782,RIGGINDALE ROAD 98 FLATS 1 & 2,547
BD001783,GLENEAGLE ROAD 5!7,1168
BD001784,GLENEAGLE ROAD ,359
BD001785,GLENELDON ROAD ,456
BD001786,KINGSCOURT ROAD ,376
BD001787,KINGSCOURT ROAD 101 FLATS 1 & 2,413
BD001788,RIGGINDALE ROAD 36 FLATS 1-5,808
BD001789,OAKDALE ROAD 33 FLAT 1 2&3,621
BD001791,MADEIRA ROAD ,493
BD001792,"MADEIRA ROAD 5, FLATS 1-3",726
BD001793,HOADLEY ROAD ,544
BD001794,WYATT PARK ROAD 40 FLATS 1&2,396
BD001795,MOORCROFT ROAD,413
BD001796,PATHFIELD ROAD 41 FLAT 1&2,351
BD001797,ABBOTSWOOD ROAD ,640
BD001798,PRENTIS ROAD ,811
BD001799,NORFOLK HOUSE ROAD ,468
BD001800,WAVERTREE ROAD ,532
BD001801,GLENELDON ROAD ,464
BD001802,RIGGINDALE ROAD 72 FLATS 1 2&3,673
BD001803,NORTHANGER ROAD 25 A&B,443
BD001804,WESTWELL ROAD 34 F1&2,514
BD001806,WAVERTREE ROAD,533
BD001807,ALEXANDRA DRIVE 66 1 & 2,572
BD001809," TANKERVILLE 31, FLAT 1 & 2",519
BD001811,ALEXANDRA DRIVE 46 1 & 2,560
BD001813,PATHFIELD ROAD,653
BD001814,AVENUE PARK ROAD ,508
BD001815,LINTON GROVE ,107
BD001816,KEMPSHOTT ROAD ,515
BD001817,PROBYN ROAD 2A-2B,501
BD001818,ALEXANDRA DRIVE 52 1 & 2,560
BD001819,LEIGHAM COURT ROAD ,1081
BD001821,LEIGHAM COURT ROAD ,1173
BD001823,MALEY AVENUE ,413
BD001824,MADEIRA ROAD ,540
BD001825,HOPTON ROAD ,645
BD001826,"KINGSCOURT ROAD, 110 FLATS 1&2",396
BD001827,GIPSY HILL ,630
BD001828,BABINGTON ROAD ,464
BD001829,ALEXANDRA DRIVE ,596
BD001830,NORTHANGER ROAD 7 7A 7B & 7C,717
BD001831,GIPSY HILL ,1108
BD001832,BARROW ROAD ,443
BD001833,ANGLES ROAD ,552
BD001834,THURLOW PARK ROAD 106 A & B,612
BD001835,TANKERVILLE ROAD,440
BD001836,RIGGINDALE ROAD ,734
BD001838,MILLHOUSE PLACE ,127
BD001839,SUNNYHILL ROAD ,423
BD001840,SUNNYHILL ROAD ,423
BD001841,WOLFINGTON ROAD ,697
BD001843,ALEXANDRA DRIVE ,644
BD001844,ALEXANDRA DRIVE 50 1 & 2,644
BD001845,AUCKLAND HILL ,678
BD001846,ST LOUIS ROAD ,140
BD001848,GLADSTONE TERRACE,123
BD001849,GLADSTONE TERRACE ,123
BD001850,CAMDEN HILL ROAD 26A&B,465
BD001852,ALEXANDRA DRIVE 5 FLATS 1 2 & 3,706
BD001853,MILLHOUSE PLACE,157
BD001854,KNIGHTS HILL 135-137,800
BD001855,KNIGHTS HILL 139 FLATS A & B,392
BD001856,KNIGHTS HILL 141 FLATS A & B,400
BD001858,GIPSY ROAD ,672
BD001859,GIPSY ROAD 217 FLAT 1&2,447
BD001860,GIPSY ROAD ,702
BD001861,GIPSY ROAD 13 FLATS 1-3,702
BD001862,ST GOTHARD ROAD 47 1-3,445
BD001863,ST GOTHARD ROAD 49 FLATS 1 2&3,445
BD001864,KNIGHTS HILL 151 FLAT A & B,388
BD001865,GIPSY ROAD 215 FLAT 1&2,422
BD001866,THORNLAW ROAD 31 A & B,473
BD001867,ELLISON ROAD ,791
BD001868,DANBROOK ROAD 23!25,288
BD001869,STREATHAM HILL 73-87,5104
BD001871,KEMPSHOTT ROAD ,596
BD001872,DERONDA ROAD,503
BD001873,DERONDA ROAD ,447
BD001874,HOLMEWOOD GARDENS ,497
BD001875,NORWOOD ROAD,479
BD001876,NORWOOD ROAD 122-124,1157
BD001877,NORWOOD ROAD ,474
BD001878,TULSE HILL 178 FLATS 1&2,419
BD001879,HOPE PARK 77-117,4122
BD001880,HOWARD ROAD 51-85 ODD,4420
BD001881,HOPE PARK 74-108 [EVEN],4404
BD001882,AMESBURY AVENUE 15 FLAT 1&2,368
BD001884,AMESBURY AVENUE 41 FLAT 1&2,405
BD001885,AMESBURY AVENUE 42-44,401
BD001886,AMESBURY AVENUE 45 FLAT 1&2,405
BD001887,AMESBURY AVENUE 46-48,401
BD001888,AMESBURY AVENUE 51 FLATS 1 & 2,355
BD001889,AMESBURY AVENUE 50-52,388
BD001890,AMESBURY AVENUE 58-60,388
BD001891,AMESBURY AVENUE 62-64,388
BD001892,AMESBURY AVENUE 70-72,388
BD001893,AMESBURY AVENUE 71 FLAT 1&2,372
BD001894,AMESBURY AVENUE 79 FLAT 1&2,355
BD001895,AMESBURY AVENUE 85 FLAT 1&2,397
BD001896,AMESBURY AVENUE 86-88,409
BD001897,AMESBURY AVENUE 90-92,388
BD001898,AMESBURY AVENUE 103 A&B,359
BD001899,AMESBURY AVENUE 106-108,388
BD001900,AMESBURY AVENUE 114-116,434
BD001901,AMESBURY AVENUE 117 FLAT 1&2,346
BD001902,AMESBURY AVENUE 118-120,388
BD001903,AMESBURY AVENUE 126 & 128,384
BD001904,AMESBURY AVENUE 137 FLATS 1& 2,359
BD001905,AMESBURY AVENUE 138-140,388
BD001906,AMESBURY AVENUE 142-144,413
BD001907,AMESBURY AVENUE 154-156,401
BD001908,AMESBURY AVENUE 166 FLAT 1&2,400
BD001909,AMESBURY AVENUE 176 FLAT 1&2,346
BD001910,AMESBURY AVENUE 179-181,622
BD001911,AMESBURY AVENUE 197 A&B,384
BD001912,AMESBURY AVENUE 205A-217A ODD,1656
BD001913,AMESBURY AVENUE 256A-260A,739
BD001914,BARCOMBE AVENUE 7 FLATS 1 & 2,376
BD001915,BARCOMBE AVENUE 57 FLATS 1-2,346
BD001916,BARCOMBE AVENUE 61 FLATS 1-2,354
BD001917,BARCOMBE AVENUE 69 FLATS 1-2,405
BD001918,BARCOMBE AVENUE 72 1 & 2,392
BD001919,BARCOMBE AVENUE 92 FLATS 1-2,376
BD001920,BARCOMBE AVENUE 102  1-2,409
BD001921,BARCOMBE AVENUE 109 1-2,400
BD001922,BARCOMBE AVENUE 116-118,363
BD001923,BARCOMBE AVENUE 117-119,443
BD001924,BARCOMBE AVENUE 120 & 122,371
BD001925,BARCOMBE AVENUE 121-123,443
BD001926,BARCOMBE AVENUE 125-127,443
BD001927,BARCOMBE AVENUE 124-126,380
BD001928,BARCOMBE AVENUE 128-130,388
BD001929,BARCOMBE AVENUE 129-131,443
BD001930,BARCOMBE AVENUE 132-134,363
BD001931,BARCOMBE AVENUE 133-135,443
BD001932,BARCOMBE AVENUE 136-138,388
BD001933,BARCOMBE AVENUE 137-139,468
BD001934,BARCOMBE AVENUE 140-142,363
BD001935,BARCOMBE AVENUE 141-143,443
BD001936,BARCOMBE AVENUE 144-146,363
BD001937,BARCOMBE AVENUE 145-147,443
BD001938,BARCOMBE AVENUE 152-154,363
