Block,RV,Boiler Repairsand Maintenance,CCTV,Cleaning,Communal Electricity,Communal Electrical Maintenance,TV Aerial,Communal Water Quality,Communal Window Cleaning,Communal Ventilation Maintenance,Concierge,Disinfestation,Dry Riser,Door Entry System,Cleaning External,Grounds Maintenance External,External Tree Maintenance,Repairsand Maintenance External,Fire Ventilation Maintenance,Repairsand Maintenance,Lift Services & Repairs,Lightning Protection,,Only blocks containing homeowners
Sandmere Road 22,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.58,0,0,,
Ferndale Road 1 Flats 1&2,434,0,0,0,127.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.26,0,0,,
Ferndale Road 3 Flats A&B,434,0,0,0,0,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Ferndale Road 80,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.91,0,0,,
Salford Road 50 Flats 1-4 & A,987,0,0,0,161.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110.46,0,0,,
Lyham Road 299-301,334,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,78.27,0,0,0,0,0,0,,
Killieser Avenue 21,532,0,0,0,327.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
" Telford Avenue, 43 Flats 1-4",790,0,0,0,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.29,0,0,,
Rodenhurst Road 74,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Hayter Road 5 Flats A B C & D,684,0,0,0,139.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.52,0,0,,
Telford Avenue 66,852,0,0,0,152.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Caldervale Road 34 Flats 1&2,282,0,0,0,148.11,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,246.13,0,0,,
Clapham Common South Side (96),710,0,0,0,144.85,109.44,0,0,0,0,0,211.48,0,0,0,0,0,0,0,1571.87,0,0,,
Cavendish Road 9,516,0,0,0,139.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Rodenhurst Road 110-112,520,0,0,0,144.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.2,0,0,,
Leppoc Road 51,460,0,0,0,0,553.72,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Thornton Avenue 45,463,0,0,0,156.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Salford Road 52 Flats 1 2 & 3,615,0,0,0,137.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Hydethorpe Road 151 Flat 1&2,364,0,0,318.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.22,0,0,,
Kenwyn Road 26,314,0,0,0,-32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.02,0,0,,
Crescent Lane 1,473,0,0,0,145.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422.17,0,0,,
Narbonne Avenue 137,460,0,0,0,156.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Rudloe Road 5,379,0,0,0,129.62,553.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Englewood Road 41 Flats 1 & 2,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Lambert Road 7,685,0,0,0,457.49,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,2420.64,0,0,,
Plato Road 22,392,0,0,0,137.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.87,0,0,,
Plato Road 28,334,0,0,0,136.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Hayter Road 1 Flat 1-4,684,0,0,0,162.66,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Englewood Road 84 Flats 1-4,823,0,0,0,195.03,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Hayter Road 52,422,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,54.68,0,0,,
Cavendish Road 5 Flats 1-3,587,0,0,0,878.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.58,0,0,,
Hayter Road 30 A-B,536,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Narbonne Avenue 4,388,0,0,0,137.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.32,0,0,,
Acre Lane 68 Flats 1-4,806,0,0,0,51.7,0,0,0,0,0,0,0,0,3717.93,0,0,0,0,0,724.83,0,0,,
Kirkstall Road 21,743,0,0,0,144.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740.2,0,0,,
Killieser Avenue 56,719,0,0,0,140.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Hayter Road 37 A-B,452,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.79,0,0,,
Tremadoc Road 7,607,0,0,0,143.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Hazelbourne Road 31 Flat 1 And 2,409,0,0,0,103.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Kenwyn Road 32,487,0,0,0,71.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
" Bedford Road 74, Flats A & B",681,0,0,0,205.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Bedford Road 78 Flats Grn Fl 2nd Fl & A,677,0,0,0,204.03,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,633.28,0,0,,
Bedford Road 76 Flats A B & Grd Fl,677,0,0,0,176.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Clapham Park Road 182 Flats 1 2&3,399,0,0,0,156.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Clapham Park Road 184 Flats 1 2&3,399,0,0,0,158.82,0,0,0,0,0,0,0,0,384.97,0,0,0,0,0,514.7,0,0,,
Clapham Park Road 186 Flats 1 2&3,399,0,0,0,178.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Clapham Park Road 188 Flats 1 2&3,399,0,0,0,156.47,101.7,0,0,0,0,0,211.48,0,0,0,0,0,0,0,246.13,0,0,,
Clapham Park Road 190 Flats 1 2&3,361,0,0,0,156.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Clapham Park Road 192 Flats 1 2&3,361,0,0,0,272.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Strathleven Road 25 Flats A&B,334,0,0,0,140.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.73,0,0,,
Strathleven Road 21,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Bedford Road 88 88a 88b,677,0,0,0,204.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668.09,0,0,,
Foster Court 1 - 8,1870,0,0,0,272.74,203.4,0,0,0,0,0,105.74,0,0,0,0,0,0,0,870.07,0,0,,
Clapham Park Road 194 Flats 1-5,695,0,0,0,1142.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Bedford Road 84 84a 84b,677,0,0,0,172.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Bedford Road 111 Flats 1&2,451,0,0,0,145.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.46,0,0,,
Strathleven Road 34,334,0,0,0,93.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Strathleven Road 14,346,0,0,0,138.2,130.62,0,0,0,0,0,0,0,0,0,0,0,0,0,721.38,0,0,,
Bedford Road 119 Flats 1 & 2,430,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Tierney Road 2,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Park Hill 79-81,910,0,0,0,188.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Kings Avenue 89 Flats 1-8,1687,0,0,0,428.21,0,0,0,0,0,0,0,0,0,29.46,337.3,0,0,0,0,0,0,,
Bedford Road 96 96a 96b,664,0,0,0,8.3,0,0,1172.88,0,0,0,0,0,0,0,0,0,0,0,633.28,0,0,,
Bedford Road 92 92a 92b,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Bedford Road 94,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 26 26a 26b,645,0,0,0,252.78,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Killieser Avenue 43,506,0,0,0,137.91,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,559.72,0,0,,
Killieser Avenue 31,828,0,0,0,138.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.55,0,0,,
Cato Road 4 4a 4b,708,0,0,0,212.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 6 6a 6b,661,0,0,0,329.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.75,0,0,,
Cato Road 8 8a 8b,661,0,0,0,169.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 10 10a 10b,661,0,0,0,266.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 12 12a 12b,661,0,0,0,172.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 14 14a 14b,661,0,0,0,-1304.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 16 16a 16b,661,0,0,0,1183.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.17,0,0,,
Cato Road 22 22a 22b,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 24 24a 24b,708,0,0,0,202.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.9,0,0,,
Cato Road 30 30a 30b,641,0,0,0,211.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.12,0,0,,
Cato Road 1 1a 1b,730,0,0,0,232.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 3 3a 3b,708,0,0,0,158.62,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 5 5a 5b,708,0,0,0,194.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 7 7a 7b,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.14,0,0,,
Cato Road 9 9a 9b,708,0,0,0,160.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 11 11a 11b,708,0,0,0,226.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636.39,0,0,,
Cato Road 13 13a 13b,708,0,0,0,215.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336.75,0,0,,
Cato Road 15 15a 15b,708,0,0,0,193.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 19 19a 19b,708,0,0,0,141.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.8,0,0,,
Cato Road 21 21a 21b,708,0,0,0,165.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 23 23a 23b,708,0,0,0,180.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 25 25a 25b,708,0,0,0,390.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.55,0,0,,
Cato Road 27 27a 27b,641,0,0,0,146.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.21,0,0,,
Cato Road 29 29a 29b,641,0,0,0,-105.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Cato Road 31 31a 31b,641,0,0,0,222.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 33 33a 33b,641,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 35 35a 35b,641,0,0,0,140.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 41 41a 41b,641,0,0,0,157.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 43 43a 43b,641,0,0,0,166.99,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Cato Road 45 45a 45b,708,0,0,0,384.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Arlington Lodge 1-12 14-112 114-124,34423,0,0,30827.6,13955.64,7058.56,0,3105.88,0,0,0,1903.32,0,4566.84,0,0,0,0,0,14861.06,15844.92,0,,
Kingscroft 37-42,1596,0,0,1429.3,263.09,0,0,163.94,0,0,0,91.24,0,292.74,0,0,0,0,0,3057.95,0,0,,
Kingscroft 43-50,2103,0,0,1883.35,0,0,0,216.02,0,0,0,331.72,0,385.72,0,0,0,0,0,888.48,0,0,,
Dalbury House 1-27 Incl 2a,7230,0,0,6474.84,2328.5,0,0,1511.85,0,0,0,0,0,1034.51,0,0,0,0,0,10794.3,2640.82,0,,
Chalbury House 1-20,4214,0,0,3773.86,819.1,0,0,1251.02,0,0,0,105.74,0,221.57,0,0,0,0,0,2995.69,0,0,,
Fosbury House 1-22,5723,0,0,5125.25,5230.47,0,0,1172.88,0,0,0,317.22,0,799.17,0,0,0,0,0,13950.76,2640.82,0,,
Glasbury House 1-23,5953,0,0,5331.22,2388.22,0,0,0,0,0,0,0,0,2580.97,0,0,0,0,0,3329.28,2640.82,0,,
Exbury House 1-37,9083,0,0,8134.3,9096.94,0,0,0,0,0,0,317.22,0,1135.35,0,0,0,0,0,3810,2640.82,0,,
Sandmere Road 53 Flats 1&2,391,0,0,0,141.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.9,0,0,,
Kings Avenue 38  Flats A-D,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Shandon Road 29 (29 & Flat A),473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.93,0,0,,
Vaughan House 1-34 37-65,14439,0,0,12615.85,2082.75,0,0,452.47,0,0,0,211.48,0,384.97,0,0,0,0,0,7127.7,0,0,,
Bronte House 66-108,10113,0,0,8836.07,1222.98,0,0,904.96,0,0,0,317.22,0,769.92,0,0,0,0,0,13006.77,0,0,,
Keats House 109-128 Cons,4643,0,0,4056.75,953.38,0,0,847,0,0,0,0,0,384.97,0,0,0,0,0,1896.54,0,0,,
Sertima House 129-159 Cons,7059,0,0,6167.69,0,0,0,226.24,0,0,0,105.74,0,798.66,0,0,0,0,0,8868.04,0,0,,
Pennell House 160-190 Cons,7044,0,0,6154.58,1025.48,0,0,452.47,0,0,0,211.48,0,976.34,0,0,0,0,0,13132.75,0,0,,
Nash House 191-210,4643,0,0,4056.75,930.38,0,0,847,0,0,0,0,0,445.53,0,0,0,0,0,4037.39,0,0,,
Lear House 211-234 Cons,6166,0,0,5387.44,1455.79,0,0,1073.23,0,0,0,740.18,0,384.97,0,0,0,0,0,4587.79,0,0,,
Hardy House 235-281 Cons,10631,0,0,9288.67,1306.29,0,0,1745.47,0,0,0,211.48,0,1489.76,0,0,0,0,0,4113.32,0,0,,
Blackwell House 1-23,6176,0,0,6672.09,1649,553.72,267.8,452.47,0,0,0,105.74,0,2658.45,0,0,0,0,0,5067.69,0,0,,
Couchman House 1-31,7931,0,0,8568.06,4373.19,561.47,0,1292.98,0,0,0,105.74,0,1539.84,0,0,0,0,0,1929.74,5500.18,0,,
Gorham House 1-16,4148,0,0,4481.19,1891.83,561.47,267.8,452.47,0,0,0,0,0,769.92,0,0,0,0,0,2602.61,2750.1,0,,
Hawkesworth House 1-38,9197,0,0,9935.75,9083.47,561.47,291.25,2197.94,0,0,0,422.96,0,1924.8,0,0,0,0,0,9676.91,7949.9,0,,
Normanton House 1-16 Cons,4148,0,0,4481.19,2540.68,561.47,267.8,452.47,0,0,0,0,0,769.92,0,0,0,0,0,4689.09,2750.1,0,,
Parrington House 1-18,4641,0,0,5013.79,1342.53,553.72,267.8,452.47,0,0,0,105.74,0,2658.45,0,0,0,0,0,6450.65,0,0,,
Rodenhurst Road 200-226 Evens,0,0,0,2601.42,464.68,1005.74,0,0,0,0,0,0,0,0,0,0,0,0,0,5402.47,0,0,,
Savill House 1-18,4641,0,0,5013.79,1040.25,553.72,267.8,452.47,0,0,0,0,0,1154.88,0,0,0,0,0,4943.55,0,0,,
Selby House 1-16,4320,0,0,4667,1049.21,561.47,267.8,1043.18,0,0,0,0,0,769.92,0,0,0,0,0,5823.52,0,0,,
Valentine House 1-31,7436,0,0,8033.3,4253.01,561.47,291.25,904.96,0,0,0,105.74,0,1154.88,0,0,0,0,0,3380.25,4125.14,0,,
Ingle House 1-25,6756,0,0,5902.95,1598.36,561.47,0,1635.06,0,0,0,0,0,384.97,0,0,0,0,0,3583.44,4125.14,0,,
Macgregor House 1-25,6756,0,0,5902.95,1082.65,561.47,0,1635.06,0,0,0,0,0,384.97,0,0,0,0,0,6770.56,4125.14,0,,
Sinclair House 1-20,5516,0,0,4819.52,7902.82,561.47,0,904.96,0,0,0,105.74,0,384.97,0,0,0,0,0,898.23,1375.04,0,,
Cubitt House 1-113,27130,0,0,29309.22,5564.18,561.47,469.14,2075.47,0,0,0,317.22,0,0,0,0,0,0,0,42462.74,0,349.72,,
Eastman House 1-54,12489,27860.58,0,13492.18,14438.91,561.47,0,3270.42,0,0,0,105.74,0,0,0,0,0,0,0,10058.69,0,349.72,,
Dan Bryant House 1-30,7880,0,0,6885.02,4316.49,561.47,0,0,0,0,0,0,0,1241.25,0,0,0,0,0,4329.22,4125.14,349.72,,
Glanville House 1-10,3300,0,0,2883.32,1253.26,561.47,0,0,0,0,0,105.74,0,384.97,0,0,0,0,0,1004.36,1375.04,0,,
Jewell House 1-10 Cons,3300,0,0,2883.32,1742.58,561.47,0,0,0,0,0,0,0,384.97,0,0,0,0,0,300.81,1375.04,349.72,,
Olding House 1-20 Cons,6040,0,0,5277.35,1637.39,646.86,0,0,0,0,0,105.74,0,1207.28,0,0,0,0,0,994.17,1375.04,0,,
Quennel House 1-20 Cons,6040,0,0,5277.35,1205.1,561.47,0,0,0,0,0,0,0,480.1,0,0,0,0,0,707.78,1375.04,0,,
Hydethorpe Road 200-262,8509,0,0,7434.6,2658.6,0,0,1066.75,0,0,0,0,0,445.53,0,0,0,0,0,2714.56,1625.47,0,,
Thornton Gardens 1-47 Odd,6936,0,0,6060.22,535.24,0,0,1525.72,0,0,0,0,0,0,0,0,0,0,0,8609.38,0,0,,
Thornton Gardens 49-83,4422,0,0,3863.65,1010.81,0,0,452.47,0,0,0,0,0,0,0,0,0,0,0,2093.41,0,0,,
Thornton Road 26-56 Even,4842,0,0,4230.62,0,0,0,904.96,0,0,0,317.22,0,0,0,0,0,0,0,2259.09,0,0,,
Byrne House 1-28,7959,18876.39,0,7127.7,7765.29,0,0,0,0,0,0,219.96,0,961.18,0,0,0,0,0,3457.24,2640.82,657.29,,
Camsey House 1-28,7871,19687.83,0,7048.89,893.64,0,0,0,0,0,0,8.39,0,624.99,0,0,0,0,0,15681.35,2640.82,657.29,,
Crownstone Road 2-32 Evens,4918,0,0,4404.33,1260.77,0,0,925.91,0,0,0,216.72,0,1230.12,0,0,0,0,0,3635.05,0,0,,
Crownstone Road 1-107 Odds,15192,0,0,13605.23,4112.39,0,0,3455.01,0,0,0,16.19,0,880.17,0,0,0,0,0,6187.13,5281.64,0,,
Crownstone Road 109-141,3233,0,0,2895.32,1101.55,0,0,763.36,0,0,0,3.45,0,0,0,0,0,0,0,1944.68,0,0,,
Dray Gardens 1-18,3042,0,0,2724.27,635.57,0,0,0,0,0,0,320.46,0,1249.98,0,0,0,0,0,1996.02,0,0,,
Farnfield House 1-28,7651,21350.86,0,6851.87,6014.7,0,0,0,0,0,0,8.16,0,557.75,0,0,0,0,0,4352.17,2640.82,657.29,,
Mannering House 1-16,4632,0,0,4148.2,1236.35,0,0,1172.88,0,0,0,322.16,0,961.18,0,0,0,0,0,724.96,0,0,,
Rainsford House 1-28,7651,23860.3,0,6851.87,8282.3,0,0,0,0,0,0,1911.48,0,1633.55,0,0,0,0,0,2898.28,2640.82,657.29,,
St Matthews Road 7-97 Odds,12656,0,0,11334.11,7407.03,2676.61,0,1250.77,0,0,0,436.45,0,288.8,0,0,0,0,0,10572.42,2640.82,657.29,,
Springett House 1-48 Cons,13193,0,0,11815.02,4749.3,0,0,1250.77,0,0,0,119.8,0,1532.7,0,0,0,0,0,3477.37,2640.82,0,,
Waldron House 1-16,4632,0,0,4148.2,1332.88,0,0,763.36,0,0,0,110.68,0,409.51,0,0,0,0,0,572.22,0,0,,
Renton Close 1-33,7089,0,0,6348.57,18360.26,1935.04,0,2122.1,0,0,0,317.22,0,1054.34,0,0,0,0,0,7202.93,0,0,,
Renton Close 34-43,2343,0,0,2098.28,599.3,992.19,0,379.97,0,0,0,0,0,288.8,0,0,0,0,0,5378.88,0,0,,
Renton Close 44-53,2174,0,0,1946.93,1024.47,992.19,0,379.97,0,0,0,0,0,288.8,0,0,0,0,0,562,0,0,,
Renton Close 54-63,2343,0,0,2098.28,631.61,992.19,0,379.97,0,0,0,0,0,288.8,0,0,0,0,0,2283.4,0,0,,
Branksome Road 7a-C,374,0,0,0,147.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437.76,0,0,,
Bonham Road 56 A & B,423,0,0,0,103.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.37,0,0,,
Bonham Road 64 64a & 64b,537,0,0,0,230.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307.74,0,0,,
Hayter Road 15,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Haycroft Road 9,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422.23,0,0,,
Haycroft Road 10,455,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Lambert Road 81-83,317,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Lambert Road 14 14a & 14b,612,0,0,0,141.07,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,927.29,0,0,,
Lambert Road 39 Flats A-C,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.03,0,0,,
Lambert Road 41 A-E,930,0,0,0,0,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,516.32,0,0,,
Trent Road 39 Flats A & B,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.43,0,0,,
Bonham Road 74 A & B,621,0,0,0,104.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Branksome Road 1a & 1b,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Bonham Road 12 & 12a,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.16,0,0,,
Hayter Road 84-86,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.12,0,0,,
Hayter Road 26,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.68,0,0,,
Winterwell Rod 12,419,0,0,0,0,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,603.83,0,0,,
Balcombe House 1-30,8292,0,0,7657.47,2896.21,2032,0,1660.29,0,0,0,105.74,0,557.75,0,0,0,0,0,4732.29,2640.82,657.29,,
Charlwood House 1 - 16,4776,0,0,4410.52,629.36,1197.15,0,763.36,0,0,0,0,0,423.27,0,0,0,0,0,9514.23,0,657.29,,
Chipstead House 1-14,4232,0,0,3908.15,583.28,1156.16,0,379.97,0,0,0,0,0,0,0,0,0,0,0,2042.74,0,657.29,,
Coulsdon House 1-9,2007,0,0,1853.42,626.78,951.2,0,379.97,0,0,0,0,0,692.23,0,0,0,0,0,1710.97,0,657.29,,
Earlswood Hse (1-18),4704,0,0,4344.03,2781.1,1902.39,0,0,0,0,0,0,0,779.32,0,0,0,0,0,10365.33,2640.82,1314.58,,
Hartswood House 1-16,4384,0,0,4048.52,1758.01,1238.15,0,763.36,0,0,0,317.22,0,725.85,0,0,0,0,0,2949.41,2640.82,657.29,,
Staplefield Close 1-22 Cons,5129,0,0,4736.51,4504.62,1484.12,0,0,0,0,0,0,0,664.7,0,0,0,0,0,7789.96,5281.64,657.29,,
Staplefield Close 23-52 Cons,9260,0,0,8551.39,887.38,1812.07,0,0,0,0,0,211.48,0,886.27,0,0,0,0,0,18386.68,10563.28,0,,
Staplefield Close 53-73 Incl 53a,5975,0,0,5517.77,1033.14,1484.12,0,0,0,0,0,0,0,1000.89,0,0,0,0,0,7823.9,5281.64,0,,
Wray House 1-21 Cons,5451,0,0,5033.87,1035.54,1443.12,0,5032.49,0,0,0,105.74,0,221.57,0,0,0,0,0,5830.87,2640.82,657.29,,
Weir House 1-12,2934,0,0,2563.54,1115.07,553.72,0,0,0,0,0,0,0,384.97,0,0,0,0,0,837.64,0,0,,
West House 1-23 Cons,5644,0,0,4931.36,897.21,553.72,0,0,0,0,0,105.74,0,384.97,0,0,0,0,0,7005.01,0,0,,
Anfield Close 1-39,10894,0,0,9518.46,1346.12,1122.92,797.5,1809.91,0,0,0,211.48,0,769.93,0,0,0,0,0,4283.84,0,0,,
Winslade Road 17,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Tremadoc Road 69,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Kildoran Road 14 Flats A&B,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Lambert Road 60 & 62,346,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Sudbourne Road 47-47a,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.54,0,0,,
Winslade Road 28,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Colwyn House 1-70,15792,0,0,17080.09,2639.98,0,0,2301.7,0,0,0,211.48,0,0,0,0,0,0,0,28144.45,0,0,,
Sidford House 1-38,8427,0,0,9114.36,1337.14,0,0,904.96,0,0,0,105.74,0,0,0,0,0,0,0,7235.96,0,0,,
Derby House 1-18,4931,0,0,5333.2,1469.01,561.47,0,226.24,0,0,0,0,0,0,0,0,0,0,0,4929.58,1375.04,0,,
Minton House 1-17,4085,0,0,4418.2,1451.5,561.47,0,226.24,0,0,0,0,0,0,0,0,0,0,0,9667.57,1375.04,0,,
Wedgwood House 1-181,45253,35568.04,0,48944.1,24846.59,561.47,0,1447.82,0,0,0,1057.4,0,1626.2,0,0,0,0,0,36473.96,5500.18,0,,
Worcester House 1-16 Cons,4337,0,0,4690.75,2378.11,561.47,0,1131.2,0,0,0,0,0,0,0,0,0,0,0,967.87,1375.04,0,,
Landulph House 1-18,4920,0,0,5321.3,1125.29,561.47,0,1809.91,0,0,0,0,0,0,0,0,0,0,0,2926.17,0,0,,
